,unique_id,ccode,df_ccode,df_name,start,stop,Death,Death_Type,year,BirthType,Fragment,Area,split_terr,Mountains,Forested,Population,RegimeType,Troops,Recognition,WarOnset,WarOngoing,WarLoss,Support,Loot
115,93.1974,93,93.40000153,Sandinistas,4,5,0,0,1974,3,0,19517,0,1,1,359825,0,150,0,0,0,0,0,0
116,93.1975,93,93.40000153,Sandinistas,5,6,0,0,1975,3,0,19517,0,1,1,371600,0,738,0,0,0,0,0,0
117,93.1976,93,93.40000153,Sandinistas,6,7,0,0,1976,3,0,19517,0,1,1,378500,0,1325,0,0,0,0,0,0
118,93.1977,93,93.40000153,Sandinistas,7,8,0,0,1977,3,0,19517,0,1,1,387750,0,1913,0,1,1,0,0,0
119,93.1978,93,93.40000153,Sandinistas,8,9,0,0,1978,3,0,19517,0,1,1,397000,0,2500,0,0,1,0,1,0
120,93.1979,93,93.40000153,Sandinistas,9,10,1,4,1979,3,0,57806,0,1,1,804050,0,5000,1,0,1,0,1,0
104,93.1927,93,93.30000305,Sandino's Revolt,0,1,0,0,1927,5,0,12714,0,1,1,198060,-1,1000,0,1,1,0,0,1
105,93.1928,93,93.30000305,Sandino's Revolt,1,2,0,0,1928,5,0,12714,0,1,1,200840,-1,1000,0,0,1,0,0,1
106,93.1929,93,93.30000305,Sandino's Revolt,2,3,0,0,1929,5,0,12714,0,1,1,203620,-1,1000,0,0,1,0,0,1
107,93.193,93,93.30000305,Sandino's Revolt,3,4,0,0,1930,5,0,21748,0,1,1,206400,-1,1000,0,0,1,0,0,1
108,93.1931,93,93.30000305,Sandino's Revolt,4,5,0,0,1931,5,0,21748,0,1,1,210280,-1,1000,0,0,1,0,0,1
109,93.1932,93,93.30000305,Sandino's Revolt,5,6,0,0,1932,5,0,21748,0,1,1,214160,-1,1000,0,0,1,0,0,1
110,93.1933,93,93.30000305,Sandino's Revolt,6,7,1,3,1933,5,0,21748,0,1,1,218040,-1,1000,0,0,1,0,0,1
7,89.1833,89,89.40000153,Santiago Nonualco,0,1,1,2,1833,3,0,1224,0,0,0,16800,-1,3000,0,1,1,1,0,0
273,165.1896,165,165.3999939,Saravia,0,1,0,0,1896,3,0,87751,0,0,0,191540,-1,3000,0,0,0,0,0,0
274,165.1897,165,165.3999939,Saravia,1,2,0,0,1897,3,0,87751,0,0,0,196380,-1,4500,0,0,0,0,0,0
275,165.1898,165,165.3999939,Saravia,2,3,0,0,1898,3,0,87751,0,0,0,201220,-1,6000,0,0,0,0,0,0
276,165.1899,165,165.3999939,Saravia,3,4,0,0,1899,3,0,87751,0,0,0,206060,-1,7500,0,0,0,0,0,0
277,165.19,165,165.3999939,Saravia,4,5,0,0,1900,3,0,87751,0,0,0,210900,-1,9000,0,0,0,0,0,0
278,165.1901,165,165.3999939,Saravia,5,6,0,0,1901,3,0,87751,0,0,0,221320,-1,10500,0,0,0,0,0,0
279,165.1902,165,165.3999939,Saravia,6,7,0,0,1902,3,0,87751,0,0,0,231740,-1,12000,0,0,0,0,0,0
280,165.1903,165,165.3999939,Saravia,7,8,0,0,1903,3,0,87751,0,0,0,242160,-1,13500,0,0,0,0,0,0
281,165.1904,165,165.3999939,Saravia,8,9,1,2,1904,3,0,87751,0,0,0,252580,-1,15000,0,1,1,1,0,0
1671,775.1983,775,775.1599731,Shan-KhunSa-ShanStateArmy-South,0,1,0,0,1983,3,0,15822,0,1,1,371870,-1,3500,0,0,0,0,0,1
1672,775.1984,775,775.1599731,Shan-KhunSa-ShanStateArmy-South,1,2,0,0,1984,3,0,18986,0,1,1,458922,-1,3500,0,1,1,0,0,1
1673,775.1985,775,775.1599731,Shan-KhunSa-ShanStateArmy-South,2,3,0,0,1985,3,0,22151,0,1,1,545974,-1,3500,0,0,1,0,0,1
1674,775.1986,775,775.1599731,Shan-KhunSa-ShanStateArmy-South,3,4,0,0,1986,3,0,25315,0,1,1,633027,-1,3345,0,0,1,0,0,1
1675,775.1987,775,775.1599731,Shan-KhunSa-ShanStateArmy-South,4,5,0,0,1987,3,0,28480,0,1,1,720079,-1,3191,0,0,1,0,0,1
1676,775.1988,775,775.1599731,Shan-KhunSa-ShanStateArmy-South,5,6,0,0,1988,3,0,31644,1,1,1,807131,-1,3036,0,0,1,0,0,1
1677,775.1989,775,775.1599731,Shan-KhunSa-ShanStateArmy-South,6,7,0,0,1989,3,0,18480,1,1,1,732757,-1,2882,0,0,0,0,0,1
1678,775.199,775,775.1599731,Shan-KhunSa-ShanStateArmy-South,7,8,0,0,1990,3,0,25315,1,1,1,658383,-1,2727,0,0,0,0,0,1
1679,775.1991,775,775.1599731,Shan-KhunSa-ShanStateArmy-South,8,9,0,0,1991,3,0,22151,1,1,1,584009,-1,2573,0,0,0,0,0,1
1680,775.1992,775,775.1599731,Shan-KhunSa-ShanStateArmy-South,9,10,0,0,1992,3,0,18986,1,1,1,509635,-1,2418,0,0,0,0,0,1
1681,775.1993,775,775.1599731,Shan-KhunSa-ShanStateArmy-South,10,11,0,0,1993,3,0,15822,0,1,1,435261,-1,2264,0,1,1,0,0,1
1682,775.1994,775,775.1599731,Shan-KhunSa-ShanStateArmy-South,11,12,0,0,1994,3,0,17963,0,1,1,516027,-1,2109,0,0,1,0,0,1
1683,775.1995,775,775.1599731,Shan-KhunSa-ShanStateArmy-South,12,13,0,0,1995,3,0,20103,0,1,1,596792,-1,1955,0,0,1,0,0,1
1684,775.1996,775,775.1599731,Shan-KhunSa-ShanStateArmy-South,13,14,0,0,1996,3,0,22244,0,1,1,677558,-1,1800,0,1,1,0,0,1
1685,775.1997,775,775.1599731,Shan-KhunSa-ShanStateArmy-South,14,15,0,0,1997,3,0,24385,0,1,1,758323,-1,2100,0,0,1,0,0,1
1686,775.1998,775,775.1599731,Shan-KhunSa-ShanStateArmy-South,15,16,0,0,1998,3,0,26525,0,1,1,839089,-1,2400,0,0,1,0,0,1
1687,775.1999,775,775.1599731,Shan-KhunSa-ShanStateArmy-South,16,17,0,0,1999,3,0,28666,0,1,1,919854,-1,2700,0,0,1,0,0,1
1688,775.2,775,775.1599731,Shan-KhunSa-ShanStateArmy-South,17,18,0,0,2000,3,0,30807,0,1,1,1000620,-1,3000,0,0,1,0,0,1
1689,775.2001,775,775.1599731,Shan-KhunSa-ShanStateArmy-South,18,19,0,0,2001,3,0,32947,0,1,1,1081385,-1,3300,0,0,1,0,0,1
1690,775.2002,775,775.1599731,Shan-KhunSa-ShanStateArmy-South,19,20,0,0,2002,3,0,35088,0,1,1,1162151,-1,3600,0,0,1,0,0,1
1691,775.2003,775,775.1599731,Shan-KhunSa-ShanStateArmy-South,20,21,0,0,2003,3,0,37229,0,1,1,1242916,-1,3900,0,0,0,0,0,1
1692,775.2004,775,775.1599731,Shan-KhunSa-ShanStateArmy-South,21,22,0,0,2004,3,0,39369,0,1,1,1323682,-1,4200,0,0,0,0,0,1
1693,775.2005,775,775.1599731,Shan-KhunSa-ShanStateArmy-South,22,23,0,0,2005,3,0,41510,0,1,1,1404447,-1,4500,0,1,1,0,0,1
1694,775.2006,775,775.1599731,Shan-KhunSa-ShanStateArmy-South,23,24,0,0,2006,3,0,43650,0,1,1,1485213,-1,4800,0,0,1,0,0,1
1695,775.2007,775,775.1599731,Shan-KhunSa-ShanStateArmy-South,24,25,0,0,2007,3,0,45791,0,1,1,1565978,-1,5100,0,0,1,0,0,1
1696,775.2008,775,775.1599731,Shan-KhunSa-ShanStateArmy-South,25,26,0,0,2008,3,0,47932,0,1,1,1646744,-1,5400,0,0,1,0,0,1
1697,775.2009,775,775.1599731,Shan-KhunSa-ShanStateArmy-South,26,27,0,0,2009,3,0,50072,0,1,1,1727509,-1,5700,0,0,1,0,0,1
1698,775.201,775,775.1599731,Shan-KhunSa-ShanStateArmy-South,27,28,0,0,2010,3,0,52213,0,1,1,1808275,-1,6000,0,0,1,0,0,1
1042,750.1947,750,750.0300293,Sikkim,0,1,0,0,1947,5,0,7096,0,1,1,127939,-1,400,0,0,0,0,0,0
1043,750.1948,750,750.0300293,Sikkim,1,2,0,0,1948,5,0,7096,0,1,1,130386,-1,400,0,0,0,0,0,0
1044,750.1949,750,750.0300293,Sikkim,2,3,0,0,1949,5,0,7096,0,1,1,132832,-1,400,0,0,0,0,0,0
1045,750.195,750,750.0300293,Sikkim,3,4,0,0,1950,5,0,7096,0,1,1,135279,-1,400,0,0,0,0,0,0
1046,750.1951,750,750.0300293,Sikkim,4,5,0,0,1951,5,0,7096,0,1,1,137725,-1,400,0,0,0,0,0,0
1047,750.1952,750,750.0300293,Sikkim,5,6,0,0,1952,5,0,7096,0,1,1,140171,-1,400,0,0,0,0,0,0
1048,750.1953,750,750.0300293,Sikkim,6,7,0,0,1953,5,0,7096,0,1,1,142618,-1,400,0,0,0,0,0,0
1049,750.1954,750,750.0300293,Sikkim,7,8,0,0,1954,5,0,7096,0,1,1,145064,-1,400,0,0,0,0,0,0
1050,750.1955,750,750.0300293,Sikkim,8,9,0,0,1955,5,0,7096,0,1,1,147511,-1,400,0,0,0,0,0,0
1051,750.1956,750,750.0300293,Sikkim,9,10,0,0,1956,5,0,7096,0,1,1,149957,-1,400,0,0,0,0,0,0
1052,750.1957,750,750.0300293,Sikkim,10,11,0,0,1957,5,0,7096,0,1,1,152403,-1,400,0,0,0,0,0,0
1053,750.1958,750,750.0300293,Sikkim,11,12,0,0,1958,5,0,7096,0,1,1,154850,-1,400,0,0,0,0,0,0
1054,750.1959,750,750.0300293,Sikkim,12,13,0,0,1959,5,0,7096,0,1,1,157296,-1,400,0,0,0,0,0,0
1055,750.196,750,750.0300293,Sikkim,13,14,0,0,1960,5,0,7096,0,1,1,159743,-1,400,0,0,0,0,0,0
1056,750.1961,750,750.0300293,Sikkim,14,15,0,0,1961,5,0,7096,0,1,1,162189,-1,400,0,0,0,0,0,0
1057,750.1962,750,750.0300293,Sikkim,15,16,0,0,1962,5,0,7096,0,1,1,166954,-1,400,0,0,0,0,0,0
1058,750.1963,750,750.0300293,Sikkim,16,17,0,0,1963,5,0,7096,0,1,1,171720,-1,400,0,0,0,0,0,0
1059,750.1964,750,750.0300293,Sikkim,17,18,0,0,1964,5,0,7096,0,1,1,176485,-1,400,0,0,0,0,0,0
1060,750.1965,750,750.0300293,Sikkim,18,19,0,0,1965,5,0,7096,0,1,1,181251,-1,400,0,0,0,0,0,0
1061,750.1966,750,750.0300293,Sikkim,19,20,0,0,1966,5,0,7096,0,1,1,186016,-1,400,0,0,0,0,0,0
1062,750.1967,750,750.0300293,Sikkim,20,21,0,0,1967,5,0,7096,0,1,1,190781,-1,400,0,0,0,0,0,0
1063,750.1968,750,750.0300293,Sikkim,21,22,0,0,1968,5,0,7096,0,1,1,195547,-1,400,0,0,0,0,0,0
1064,750.1969,750,750.0300293,Sikkim,22,23,0,0,1969,5,0,7096,0,1,1,200312,-1,400,0,0,0,0,0,0
1065,750.197,750,750.0300293,Sikkim,23,24,0,0,1970,5,0,7096,0,1,1,205078,-1,400,0,0,0,0,0,0
1066,750.1971,750,750.0300293,Sikkim,24,25,0,0,1971,5,0,7096,0,1,1,209843,-1,400,0,0,0,0,0,0
1067,750.1972,750,750.0300293,Sikkim,25,26,0,0,1972,5,0,7096,0,1,1,220497,-1,400,0,0,0,0,0,0
1068,750.1973,750,750.0300293,Sikkim,26,27,0,0,1973,5,0,7096,0,1,1,231151,-1,400,0,0,0,0,0,0
1069,750.1974,750,750.0300293,Sikkim,27,28,0,0,1974,5,0,7096,0,1,1,241806,-1,400,0,0,0,0,0,0
1070,750.1975,750,750.0300293,Sikkim,28,29,1,3,1975,5,0,7096,0,1,1,252460,-1,400,0,0,0,0,0,0
675,520.1991,520,520.2000122,Somaliland,0,1,0,0,1991,1,0,156830,0,1,0,1350000,1,5500,0,0,0,0,0,0
676,520.1992,520,520.2000122,Somaliland,1,2,0,0,1992,1,0,156830,0,1,0,1350000,1,5500,0,1,1,0,0,0
677,520.1993,520,520.2000122,Somaliland,2,3,0,0,1993,1,0,156830,0,1,0,1680000,1,5500,0,0,0,0,0,0
678,520.1994,520,520.2000122,Somaliland,3,4,0,0,1994,1,0,156830,0,1,0,2010000,1,5500,0,1,1,0,0,0
679,520.1995,520,520.2000122,Somaliland,4,5,0,0,1995,1,0,156830,0,1,0,2340000,1,5500,0,0,1,0,0,0
680,520.1996,520,520.2000122,Somaliland,5,6,0,0,1996,1,0,156830,0,1,0,2670000,1,5500,0,0,0,0,0,0
681,520.1997,520,520.2000122,Somaliland,6,7,0,0,1997,1,0,156830,0,1,0,3.00E+06,1,5500,0,0,0,0,0,0
682,520.1998,520,520.2000122,Somaliland,7,8,0,0,1998,1,0,156830,0,1,0,3.00E+06,1,12900,0,0,0,0,0,0
683,520.1999,520,520.2000122,Somaliland,8,9,0,0,1999,1,0,156830,0,1,0,3.00E+06,1,12900,0,0,0,0,0,0
684,520.2,520,520.2000122,Somaliland,9,10,0,0,2000,1,0,156830,0,1,0,3.00E+06,1,12900,0,0,0,0,0,0
685,520.2001,520,520.2000122,Somaliland,10,11,0,0,2001,1,0,156830,0,1,0,3.00E+06,1,9950,0,0,0,0,0,0
686,520.2002,520,520.2000122,Somaliland,11,12,0,0,2002,1,0,156830,0,1,0,3.00E+06,1,7000,0,0,0,0,0,0
687,520.2003,520,520.2000122,Somaliland,12,13,0,0,2003,1,0,156830,0,1,0,3.00E+06,1,7000,0,0,0,0,0,0
688,520.2004,520,520.2000122,Somaliland,13,14,0,0,2004,1,0,156830,0,1,0,3.00E+06,1,7000,0,1,1,0,0,0
689,520.2005,520,520.2000122,Somaliland,14,15,0,0,2005,1,0,156830,0,1,0,3.00E+06,1,5000,0,0,0,0,0,0
690,520.2006,520,520.2000122,Somaliland,15,16,0,0,2006,1,0,156830,0,1,0,3187500,1,5000,0,0,0,0,0,0
691,520.2007,520,520.2000122,Somaliland,16,17,0,0,2007,1,0,156830,0,1,0,3375000,1,5000,0,0,0,0,0,0
692,520.2008,520,520.2000122,Somaliland,17,18,0,0,2008,1,0,156830,0,1,0,3562500,1,5000,0,0,0,0,0,0
693,520.2009,520,520.2000122,Somaliland,18,19,0,0,2009,1,0,156830,0,1,0,3750000,1,5000,0,0,0,0,0,0
694,520.201,520,520.2000122,Somaliland,19,20,0,0,2010,1,0,156830,0,1,0,3937500,1,5000,0,0,0,0,0,0
474,490.196,490,490.019989,South Kasai,0,1,0,0,1960,5,0,170302,0,0,1,1409000,0,120,0,1,1,0,0,1
475,490.1961,490,490.019989,South Kasai,1,2,0,0,1961,5,0,170302,0,0,1,1460467,0,1310,0,0,1,0,0,1
476,490.1962,490,490.019989,South Kasai,2,3,1,2,1962,5,0,170302,0,0,1,1511933,0,2500,0,0,1,1,0,1
302,372.1991,372,372.2000122,South Ossetia,0,1,0,0,1991,5,0,3900,0,1,1,94583,-1,2000,0,0,0,0,1,0
303,372.1992,372,372.2000122,South Ossetia,1,2,0,0,1992,5,0,3900,0,1,1,92625,-1,2000,0,1,1,0,1,0
304,372.1993,372,372.2000122,South Ossetia,2,3,0,0,1993,5,0,3900,0,1,1,90667,-1,2000,0,0,0,0,1,0
305,372.1994,372,372.2000122,South Ossetia,3,4,0,0,1994,5,0,3900,0,1,1,88709,-1,2000,0,0,0,0,1,0
306,372.1995,372,372.2000122,South Ossetia,4,5,0,0,1995,5,0,3900,0,1,1,86750,-1,2000,0,0,0,0,1,0
307,372.1996,372,372.2000122,South Ossetia,5,6,0,0,1996,5,0,3900,0,1,1,84792,-1,2000,0,0,0,0,1,0
308,372.1997,372,372.2000122,South Ossetia,6,7,0,0,1997,5,0,3900,0,1,1,82834,-1,2000,0,0,0,0,1,0
309,372.1998,372,372.2000122,South Ossetia,7,8,0,0,1998,5,0,3900,0,1,1,80875,-1,2000,0,0,0,0,1,0
310,372.1999,372,372.2000122,South Ossetia,8,9,0,0,1999,5,0,3900,0,1,1,78917,-1,2000,0,0,0,0,1,0
311,372.2,372,372.2000122,South Ossetia,9,10,0,0,2000,5,0,3900,0,1,1,76959,-1,2000,0,0,0,0,1,0
312,372.2001,372,372.2000122,South Ossetia,10,11,0,0,2001,5,0,3900,0,1,1,75000,-1,2000,0,0,0,0,1,0
313,372.2002,372,372.2000122,South Ossetia,11,12,0,0,2002,5,0,3900,0,1,1,71667,-1,2000,0,0,0,0,1,0
314,372.2003,372,372.2000122,South Ossetia,12,13,0,0,2003,5,0,3900,0,1,1,68333,-1,2000,0,0,0,0,1,0
315,372.2004,372,372.2000122,South Ossetia,13,14,0,0,2004,5,0,3900,0,1,1,65000,-1,2000,0,1,1,0,1,0
316,372.2005,372,372.2000122,South Ossetia,14,15,0,0,2005,5,0,3900,0,1,1,61667,-1,2000,0,0,0,0,1,0
317,372.2006,372,372.2000122,South Ossetia,15,16,0,0,2006,5,0,3900,0,1,1,58334,-1,2000,0,0,0,0,1,0
318,372.2007,372,372.2000122,South Ossetia,16,17,0,0,2007,5,0,3900,0,1,1,55000,-1,2000,0,0,0,0,1,0
319,372.2008,372,372.2000122,South Ossetia,17,18,0,0,2008,5,0,3900,0,1,1,53667,-1,2000,1,1,1,0,1,0
320,372.2009,372,372.2000122,South Ossetia,18,19,0,0,2009,5,0,3900,0,1,1,52333,-1,2000,1,0,0,0,1,0
321,372.201,372,372.2000122,South Ossetia,19,20,0,0,2010,5,0,3900,0,1,1,51000,-1,2000,1,0,0,0,1,0
456,483.1979,483,483.2999878,Southern Chad,0,1,0,0,1979,3,0,130060,0,0,0,2112000,-1,3500,0,0,0,0,1,0
457,483.198,483,483.2999878,Southern Chad,1,2,0,0,1980,3,0,130060,0,0,0,2106400,-1,3500,0,0,0,0,1,0
458,483.1981,483,483.2999878,Southern Chad,2,3,0,0,1981,3,0,130060,0,0,0,2208800,-1,3500,0,0,0,0,1,0
459,483.1982,483,483.2999878,Southern Chad,3,4,1,2,1982,3,0,130060,0,0,0,2257200,-1,3500,0,0,0,0,1,0
121,94.1948,94,94.09999847,Southern Costa Rica,0,1,1,4,1948,5,0,19356,0,1,1,441600,0,500,0,1,1,0,0,0
1181,750.2003,750,750.0999756,Southern Manipur,0,1,0,0,2003,3,0,7891,0,1,0,382332,NA,800,0,1,1,0,0,0
1182,750.2004,750,750.0999756,Southern Manipur,1,2,0,0,2004,3,0,7891,0,1,0,390770,NA,1400,0,0,1,0,0,0
1183,750.2005,750,750.0999756,Southern Manipur,2,3,0,0,2005,3,0,7891,0,1,0,399208,NA,2000,0,0,1,0,0,0
1184,750.2006,750,750.0999756,Southern Manipur,3,4,0,0,2006,3,0,7891,0,1,0,407646,NA,2600,0,0,1,0,0,0
1185,750.2007,750,750.0999756,Southern Manipur,4,5,0,0,2007,3,0,7891,0,1,0,416084,NA,3200,0,0,1,0,0,0
1186,750.2008,750,750.0999756,Southern Manipur,5,6,0,0,2008,3,0,7891,0,1,0,424522,NA,3800,0,0,1,0,0,0
1187,750.2009,750,750.0999756,Southern Manipur,6,7,0,0,2009,3,0,7891,0,1,0,432960,NA,4400,0,0,1,0,0,0
1188,750.201,750,750.0999756,Southern Manipur,7,8,0,0,2010,3,0,7891,0,1,0,441398,NA,5000,0,0,1,0,0,0
1205,770.1985,770,770.2999878,Southern Punjab,0,1,0,0,1985,3,0,11452,0,0,0,2099768,0,300,0,0,0,0,0,0
1206,770.1986,770,770.2999878,Southern Punjab,1,2,0,0,1986,3,0,11452,0,0,0,2156289,0,300,0,0,0,0,0,0
1207,770.1987,770,770.2999878,Southern Punjab,2,3,0,0,1987,3,0,11452,0,0,0,2212811,0,300,0,0,0,0,0,0
1208,770.1988,770,770.2999878,Southern Punjab,3,4,0,0,1988,3,0,11452,0,0,0,2269332,0,300,0,0,0,0,0,0
1209,770.1989,770,770.2999878,Southern Punjab,4,5,0,0,1989,3,0,11452,0,0,0,2325854,0,300,0,0,0,0,0,0
1210,770.199,770,770.2999878,Southern Punjab,5,6,0,0,1990,3,0,11452,0,0,0,2382375,0,300,0,0,0,0,0,0
1211,770.1991,770,770.2999878,Southern Punjab,6,7,0,0,1991,3,0,11452,0,0,0,2438896,0,300,0,0,0,0,0,0
1212,770.1992,770,770.2999878,Southern Punjab,7,8,0,0,1992,3,0,11452,0,0,0,2495418,0,300,0,0,0,0,0,0
1213,770.1993,770,770.2999878,Southern Punjab,8,9,0,0,1993,3,0,11452,0,0,0,2551939,0,300,0,0,0,0,0,0
1214,770.1994,770,770.2999878,Southern Punjab,9,10,0,0,1994,3,0,11452,0,0,0,2608460,0,300,0,0,0,0,0,0
1215,770.1995,770,770.2999878,Southern Punjab,10,11,0,0,1995,3,0,11452,0,0,0,2664982,0,300,0,0,0,0,0,0
1216,770.1996,770,770.2999878,Southern Punjab,11,12,0,0,1996,3,0,11452,0,0,0,2721503,0,300,0,0,0,0,0,0
1217,770.1997,770,770.2999878,Southern Punjab,12,13,0,0,1997,3,0,11452,0,0,0,2778025,0,300,0,1,1,0,0,0
1218,770.1998,770,770.2999878,Southern Punjab,13,14,0,0,1998,3,0,11452,0,0,0,2834546,0,300,0,0,1,0,0,0
1219,770.1999,770,770.2999878,Southern Punjab,14,15,0,0,1999,3,0,11452,0,0,0,2900411,0,300,0,0,1,0,0,0
1220,770.2,770,770.2999878,Southern Punjab,15,16,0,0,2000,3,0,11452,0,0,0,2966276,0,300,0,0,0,0,0,0
1221,770.2001,770,770.2999878,Southern Punjab,16,17,0,0,2001,3,0,11452,0,0,0,3032141,0,300,0,0,0,0,0,0
1222,770.2002,770,770.2999878,Southern Punjab,17,18,0,0,2002,3,0,11452,0,0,0,3098006,0,300,0,0,0,0,0,0
1223,770.2003,770,770.2999878,Southern Punjab,18,19,0,0,2003,3,0,11452,0,0,0,3163870,0,300,0,1,1,0,0,0
1224,770.2004,770,770.2999878,Southern Punjab,19,20,0,0,2004,3,0,11452,0,0,0,3229735,0,300,0,0,1,0,0,0
1225,770.2005,770,770.2999878,Southern Punjab,20,21,0,0,2005,3,0,11452,0,0,0,3295600,0,300,0,0,0,0,0,0
1226,770.2006,770,770.2999878,Southern Punjab,21,22,0,0,2006,3,0,11452,0,0,0,3361465,0,300,0,1,1,0,0,0
1227,770.2007,770,770.2999878,Southern Punjab,22,23,0,0,2007,3,0,11452,0,0,0,3427330,0,300,0,0,0,0,0,0
1228,770.2008,770,770.2999878,Southern Punjab,23,24,0,0,2008,3,0,11452,0,0,0,3493195,0,300,0,0,0,0,0,0
1229,770.2009,770,770.2999878,Southern Punjab,24,25,0,0,2009,3,0,11452,0,0,0,3559060,0,300,0,0,0,0,0,0
1230,770.201,770,770.2999878,Southern Punjab,25,26,0,0,2010,3,0,11452,0,0,0,3624925,0,300,0,1,1,0,0,0
477,490.196,490,490.0299988,Stanleyville,0,1,0,0,1960,5,0,503239,0,1,1,2509725,1,6000,10,1,1,0,0,0
478,490.1961,490,490.0299988,Stanleyville,1,2,0,0,1961,5,0,503239,0,1,1,2494050,1,6000,10,0,1,0,0,0
479,490.1962,490,490.0299988,Stanleyville,2,3,1,2,1962,5,0,503239,0,1,1,2478375,1,6000,10,0,1,1,0,0
486,490.1964,490,490.0599976,"Stanleyville, Part II",0,1,0,0,1964,3,0,870140,0,1,1,5819815,-1,8550,0,1,1,0,1,0
487,490.1965,490,490.0599976,"Stanleyville, Part II",1,2,0,0,1965,3,0,744660,0,1,1,7526400,-1,8550,0,0,1,0,1,0
488,490.1966,490,490.0599976,"Stanleyville, Part II",2,3,1,2,1966,3,0,347487,0,1,1,2303082,-1,8550,0,0,1,1,1,0
210,101.1831,101,101.0999985,State of the East,0,1,1,3,1831,5,0,543525,0,1,1,125447,1,3400,0,0,0,0,0,0
1234,770.2007,770,770.5999756,Swat Valley,0,1,1,3,2007,3,0,5337,0,1,0,1681226,-1,10000,0,1,1,0,0,0
852,630.1908,630,630.0999756,"Tabriz, Sattar Khan",0,1,0,0,1908,3,0,45650,0,1,0,198000,0,650,0,1,1,0,0,0
853,630.1909,630,630.0999756,"Tabriz, Sattar Khan",1,2,1,3,1909,3,0,45650,0,1,0,199000,0,650,0,0,1,0,1,0
738,530.1975,530,530.5,Tigray,0,1,0,0,1975,3,0,12323,1,0,0,588300,0,1200,0,0,0,0,0,0
739,530.1976,530,530.5,Tigray,1,2,0,0,1976,3,0,12323,1,0,0,602725,0,950,0,1,1,0,0,0
740,530.1977,530,530.5,Tigray,2,3,0,0,1977,3,0,12323,1,0,0,617150,0,700,0,0,1,0,0,0
741,530.1978,530,530.5,Tigray,3,4,0,0,1978,3,0,12323,1,0,0,631575,0,450,0,0,1,0,0,0
742,530.1979,530,530.5,Tigray,4,5,0,0,1979,3,0,12323,1,0,0,646000,0,6569,0,0,1,0,0,0
743,530.198,530,530.5,Tigray,5,6,0,0,1980,3,0,12323,1,0,0,660425,0,12689,0,0,1,0,0,0
744,530.1981,530,530.5,Tigray,6,7,0,0,1981,3,0,12323,1,0,0,674850,0,18808,0,0,1,0,0,0
745,530.1982,530,530.5,Tigray,7,8,0,0,1982,3,0,12323,1,0,0,689275,0,24927,0,0,1,0,0,0
746,530.1983,530,530.5,Tigray,8,9,0,0,1983,3,0,42567,1,0,0,1389587,0,31047,0,0,1,0,0,0
747,530.1984,530,530.5,Tigray,9,10,0,0,1984,3,0,42567,1,0,0,1400623,0,37166,0,0,1,0,0,0
748,530.1985,530,530.5,Tigray,10,11,0,0,1985,3,0,42567,1,0,0,1411659,0,43285,0,0,1,0,0,0
749,530.1986,530,530.5,Tigray,11,12,0,0,1986,3,0,42567,1,0,0,1422696,0,49405,0,0,1,0,0,0
750,530.1987,530,530.5,Tigray,12,13,0,0,1987,3,0,42567,1,0,0,1433732,0,55524,0,0,1,0,0,0
751,530.1988,530,530.5,Tigray,13,14,0,0,1988,3,0,42567,1,0,0,1444768,0,61643,0,0,1,0,0,0
752,530.1989,530,530.5,Tigray,14,15,0,0,1989,3,0,42567,1,0,0,1455805,0,67763,0,0,1,0,0,0
753,530.199,530,530.5,Tigray,15,16,0,0,1990,3,0,50079,1,0,0,2933682,0,73882,0,0,1,0,0,0
754,530.1991,530,530.5,Tigray,16,17,1,4,1991,3,0,50079,1,0,0,2955755,0,80000,0,0,1,0,0,0
779,560.1976,560,560.0999756,Transkei,0,1,0,0,1976,6,0,44030,0,1,0,2652500,-1,2000,1,0,0,0,1,0
780,560.1977,560,560.0999756,Transkei,1,2,0,0,1977,6,0,44030,0,1,0,2593750,-1,2118,1,0,0,0,1,0
781,560.1978,560,560.0999756,Transkei,2,3,0,0,1978,6,0,44030,0,1,0,2535000,-1,2235,1,0,0,0,1,0
782,560.1979,560,560.0999756,Transkei,3,4,0,0,1979,6,0,44030,0,1,0,2476250,-1,2353,1,0,0,0,1,0
783,560.198,560,560.0999756,Transkei,4,5,0,0,1980,6,0,44030,0,1,0,2417500,-1,2471,1,0,0,0,1,0
784,560.1981,560,560.0999756,Transkei,5,6,0,0,1981,6,0,44030,0,1,0,2358750,-1,2588,1,0,0,0,1,0
785,560.1982,560,560.0999756,Transkei,6,7,0,0,1982,6,0,44030,0,1,0,2300000,-1,2706,1,0,0,0,1,0
786,560.1983,560,560.0999756,Transkei,7,8,0,0,1983,6,0,44030,0,1,0,2444667,-1,2824,1,0,0,0,1,0
787,560.1984,560,560.0999756,Transkei,8,9,0,0,1984,6,0,44030,0,1,0,2589334,-1,2941,1,0,0,0,1,0
788,560.1985,560,560.0999756,Transkei,9,10,0,0,1985,6,0,44030,0,1,0,2734001,-1,3059,1,0,0,0,1,0
789,560.1986,560,560.0999756,Transkei,10,11,0,0,1986,6,0,44030,0,1,0,2878668,-1,3177,1,0,0,0,1,0
790,560.1987,560,560.0999756,Transkei,11,12,0,0,1987,6,0,44030,0,1,0,3023335,-1,3294,1,0,0,0,1,0
