,unique_id,ccode,df_ccode,df_name,start,stop,Death,Death_Type,year,BirthType,Fragment,Area,split_terr,Mountains,Forested,Population,RegimeType,Troops,Recognition,WarOnset,WarOngoing,WarLoss,Support,Loot
592,500.1988,500,500.019989,Karamoja,9,10,0,0,1988,1,0,3538,0,0,0,218360,NA,NA,0,0,0,0,0,0
593,500.1989,500,500.019989,Karamoja,10,11,0,0,1989,1,0,3538,0,0,0,222080,NA,NA,0,0,0,0,0,0
594,500.199,500,500.019989,Karamoja,11,12,0,0,1990,1,0,3538,0,0,0,225800,NA,NA,0,0,0,0,0,0
595,500.1991,500,500.019989,Karamoja,12,13,0,0,1991,1,0,3538,0,0,0,221719,NA,NA,0,0,0,0,0,0
596,500.1992,500,500.019989,Karamoja,13,14,0,0,1992,1,0,3538,0,0,0,217636,NA,NA,0,0,0,0,0,0
597,500.1993,500,500.019989,Karamoja,14,15,0,0,1993,1,0,3538,0,0,0,213555,NA,NA,0,0,0,0,0,0
598,500.1994,500,500.019989,Karamoja,15,16,0,0,1994,1,0,3538,0,0,0,209473,NA,NA,0,0,0,0,0,0
599,500.1995,500,500.019989,Karamoja,16,17,0,0,1995,1,0,3538,0,0,0,205391,NA,NA,0,0,0,0,0,0
600,500.1996,500,500.019989,Karamoja,17,18,0,0,1996,1,0,3538,0,0,0,201309,NA,NA,0,0,0,0,0,0
601,500.1997,500,500.019989,Karamoja,18,19,0,0,1997,1,0,3538,0,0,0,197227,NA,NA,0,0,0,0,0,0
602,500.1998,500,500.019989,Karamoja,19,20,0,0,1998,1,0,3538,0,0,0,193145,NA,NA,0,1,1,0,0,0
603,500.1999,500,500.019989,Karamoja,20,21,0,0,1999,1,0,3538,0,0,0,189064,NA,NA,0,1,1,0,0,0
604,500.2,500,500.019989,Karamoja,21,22,0,0,2000,1,0,3538,0,0,0,184982,NA,NA,0,1,1,0,0,0
605,500.2001,500,500.019989,Karamoja,22,23,0,0,2001,1,0,3538,0,0,0,180900,NA,NA,0,0,1,0,0,0
606,500.2002,500,500.019989,Karamoja,23,24,0,0,2002,1,0,3538,0,0,0,176818,NA,NA,0,0,1,0,0,0
607,500.2003,500,500.019989,Karamoja,24,25,0,0,2003,1,0,3538,0,0,0,172736,NA,NA,0,1,1,0,0,0
608,500.2004,500,500.019989,Karamoja,25,26,0,0,2004,1,0,3538,0,0,0,168655,NA,NA,0,0,1,0,0,0
609,500.2005,500,500.019989,Karamoja,26,27,0,0,2005,1,0,3538,0,0,0,164573,NA,NA,0,1,1,0,0,0
610,500.2006,500,500.019989,Karamoja,27,28,0,0,2006,1,0,3538,0,0,0,160490,NA,NA,0,0,1,0,0,0
611,500.2007,500,500.019989,Karamoja,28,29,0,0,2007,1,0,3538,0,0,0,156409,NA,NA,0,0,1,0,0,0
612,500.2008,500,500.019989,Karamoja,29,30,0,0,2008,1,0,3538,0,0,0,152372,NA,NA,0,0,0,0,0,0
613,500.2009,500,500.019989,Karamoja,30,31,1,3,2009,1,0,3538,0,0,0,148245,NA,NA,0,0,0,0,0,0
1622,775.1966,775,775.1300049,Karen Communists-KNUP,0,1,0,0,1966,4,1,34163,1,1,1,3248494,-1,NA,0,1,1,0,0,0
1623,775.1967,775,775.1300049,Karen Communists-KNUP,1,2,0,0,1967,4,1,34163,1,1,1,3285808,-1,NA,0,0,1,0,0,0
1624,775.1968,775,775.1300049,Karen Communists-KNUP,2,3,0,0,1968,4,1,34163,1,1,1,3323123,-1,NA,0,0,1,0,0,0
1625,775.1969,775,775.1300049,Karen Communists-KNUP,3,4,0,0,1969,4,1,34163,1,1,1,3360437,-1,NA,0,0,1,0,0,0
1626,775.197,775,775.1300049,Karen Communists-KNUP,4,5,0,0,1970,4,1,34163,1,1,1,3397752,-1,NA,0,0,1,0,0,0
1627,775.1971,775,775.1300049,Karen Communists-KNUP,5,6,0,0,1971,4,1,34163,1,1,1,3435066,-1,NA,0,0,1,0,0,0
1628,775.1972,775,775.1300049,Karen Communists-KNUP,6,7,0,0,1972,4,1,34163,1,1,1,3472381,-1,NA,0,0,1,0,0,0
1629,775.1973,775,775.1300049,Karen Communists-KNUP,7,8,0,0,1973,4,1,34163,1,1,1,3509695,-1,NA,0,0,1,0,0,0
1630,775.1974,775,775.1300049,Karen Communists-KNUP,8,9,0,0,1974,4,1,34163,1,1,1,3547010,-1,NA,0,0,1,0,0,0
1631,775.1975,775,775.1300049,Karen Communists-KNUP,9,10,1,2,1975,4,1,34163,1,1,1,3584324,-1,NA,0,0,1,1,0,0
1354,775.1948,775,775.0499878,Karen-Kawthoolei-KNU,0,1,0,0,1948,3,0,46310,1,1,1,2080363,-1,12000,0,1,1,0,0,0
1355,775.1949,775,775.0499878,Karen-Kawthoolei-KNU,1,2,0,0,1949,3,0,46310,1,1,1,2121262,-1,12000,0,0,1,0,0,0
1356,775.195,775,775.0499878,Karen-Kawthoolei-KNU,2,3,0,0,1950,3,0,44845,1,1,1,2017930,-1,15000,0,0,1,0,0,0
1357,775.1951,775,775.0499878,Karen-Kawthoolei-KNU,3,4,0,0,1951,3,0,43379,1,1,1,1914597,-1,18000,0,0,1,0,0,0
1358,775.1952,775,775.0499878,Karen-Kawthoolei-KNU,4,5,0,0,1952,3,0,41914,1,1,1,1811265,-1,21000,0,0,1,0,0,0
1359,775.1953,775,775.0499878,Karen-Kawthoolei-KNU,5,6,0,0,1953,3,0,40449,1,1,1,1707933,-1,24000,0,0,1,0,0,0
1360,775.1954,775,775.0499878,Karen-Kawthoolei-KNU,6,7,0,0,1954,3,0,38983,1,1,1,1604600,-1,23500,0,0,1,0,0,0
1361,775.1955,775,775.0499878,Karen-Kawthoolei-KNU,7,8,0,0,1955,3,0,37518,1,1,1,1501268,-1,23000,0,0,1,0,0,0
1362,775.1956,775,775.0499878,Karen-Kawthoolei-KNU,8,9,0,0,1956,3,0,33659,1,1,1,1310167,-1,22500,0,0,1,0,0,0
1363,775.1957,775,775.0499878,Karen-Kawthoolei-KNU,9,10,0,0,1957,3,0,29800,1,1,1,1119065,-1,22000,0,0,1,0,0,0
1364,775.1958,775,775.0499878,Karen-Kawthoolei-KNU,10,11,0,0,1958,3,0,25940,1,1,1,927964,-1,21500,0,0,1,0,0,0
1365,775.1959,775,775.0499878,Karen-Kawthoolei-KNU,11,12,0,0,1959,3,0,22081,1,1,1,736863,-1,21000,0,0,1,0,0,0
1366,775.196,775,775.0499878,Karen-Kawthoolei-KNU,12,13,0,0,1960,3,0,18222,1,1,1,545761,-1,20500,0,0,1,0,0,0
1367,775.1961,775,775.0499878,Karen-Kawthoolei-KNU,13,14,0,0,1961,3,0,14363,0,1,1,354660,-1,20000,0,0,1,0,0,0
1368,775.1962,775,775.0499878,Karen-Kawthoolei-KNU,14,15,0,0,1962,3,0,14363,0,1,1,360780,-1,19500,0,0,1,0,0,0
1369,775.1963,775,775.0499878,Karen-Kawthoolei-KNU,15,16,0,0,1963,3,0,14363,0,1,1,366900,-1,19000,0,0,1,0,0,0
1370,775.1964,775,775.0499878,Karen-Kawthoolei-KNU,16,17,0,0,1964,3,0,14363,0,1,1,373020,-1,18500,0,0,1,0,0,0
1371,775.1965,775,775.0499878,Karen-Kawthoolei-KNU,17,18,0,0,1965,3,0,14363,0,1,1,379140,-1,18000,0,0,1,0,0,0
1372,775.1966,775,775.0499878,Karen-Kawthoolei-KNU,18,19,0,0,1966,3,1,14363,0,1,1,385260,-1,17500,0,0,1,0,0,0
1373,775.1967,775,775.0499878,Karen-Kawthoolei-KNU,19,20,0,0,1967,3,1,14363,1,1,1,391380,-1,17000,0,0,1,0,0,0
1374,775.1968,775,775.0499878,Karen-Kawthoolei-KNU,20,21,0,0,1968,3,1,15161,1,1,1,424240,-1,16500,0,0,1,0,0,0
1375,775.1969,775,775.0499878,Karen-Kawthoolei-KNU,21,22,0,0,1969,3,1,15959,1,1,1,457100,-1,16000,0,0,1,0,0,0
1376,775.197,775,775.0499878,Karen-Kawthoolei-KNU,22,23,0,0,1970,3,1,16757,1,1,1,489960,-1,15500,0,0,1,0,0,0
1377,775.1971,775,775.0499878,Karen-Kawthoolei-KNU,23,24,0,0,1971,3,1,17555,1,1,1,522820,-1,15000,0,0,1,0,0,0
1378,775.1972,775,775.0499878,Karen-Kawthoolei-KNU,24,25,0,0,1972,3,1,18353,1,1,1,555679,-1,14500,0,0,1,0,0,0
1379,775.1973,775,775.0499878,Karen-Kawthoolei-KNU,25,26,0,0,1973,3,1,19151,1,1,1,588539,-1,14000,0,0,1,0,0,0
1380,775.1974,775,775.0499878,Karen-Kawthoolei-KNU,26,27,0,0,1974,3,1,19949,1,1,1,621399,-1,13500,0,0,1,0,0,0
1381,775.1975,775,775.0499878,Karen-Kawthoolei-KNU,27,28,0,0,1975,3,1,20747,1,1,1,654259,-1,13000,0,0,1,0,0,0
1382,775.1976,775,775.0499878,Karen-Kawthoolei-KNU,28,29,0,0,1976,3,1,21545,0,1,1,687443,-1,12500,0,0,1,0,0,0
1383,775.1977,775,775.0499878,Karen-Kawthoolei-KNU,29,30,0,0,1977,3,1,20947,0,1,1,675153,-1,12000,0,0,1,0,0,0
1384,775.1978,775,775.0499878,Karen-Kawthoolei-KNU,30,31,0,0,1978,3,1,20348,0,1,1,662863,-1,11500,0,0,1,0,0,0
1385,775.1979,775,775.0499878,Karen-Kawthoolei-KNU,31,32,0,0,1979,3,1,19750,0,1,1,650574,-1,11000,0,0,1,0,0,0
1386,775.198,775,775.0499878,Karen-Kawthoolei-KNU,32,33,0,0,1980,3,1,19151,0,1,1,638284,-1,10500,0,0,1,0,0,0
1387,775.1981,775,775.0499878,Karen-Kawthoolei-KNU,33,34,0,0,1981,3,1,18553,0,1,1,625994,-1,10000,0,0,1,0,0,0
1388,775.1982,775,775.0499878,Karen-Kawthoolei-KNU,34,35,0,0,1982,3,1,17954,0,1,1,613704,-1,10000,0,0,1,0,0,0
1389,775.1983,775,775.0499878,Karen-Kawthoolei-KNU,35,36,0,0,1983,3,1,17356,0,1,1,601414,-1,10000,0,0,1,0,0,0
1390,775.1984,775,775.0499878,Karen-Kawthoolei-KNU,36,37,0,0,1984,3,1,16757,0,1,1,589125,-1,10000,0,0,1,0,0,0
1391,775.1985,775,775.0499878,Karen-Kawthoolei-KNU,37,38,0,0,1985,3,1,16159,0,1,1,576835,-1,10000,0,0,1,0,0,0
1392,775.1986,775,775.0499878,Karen-Kawthoolei-KNU,38,39,0,0,1986,3,1,15560,0,1,1,564545,-1,10000,0,0,1,0,0,0
1393,775.1987,775,775.0499878,Karen-Kawthoolei-KNU,39,40,0,0,1987,3,1,14962,0,1,1,576818,-1,10000,0,0,1,0,0,0
1394,775.1988,775,775.0499878,Karen-Kawthoolei-KNU,40,41,0,0,1988,3,1,14363,0,1,1,589091,-1,10000,0,0,1,0,0,0
1395,775.1989,775,775.0499878,Karen-Kawthoolei-KNU,41,42,0,0,1989,3,1,14363,0,1,1,601364,-1,10000,0,0,1,0,0,0
1396,775.199,775,775.0499878,Karen-Kawthoolei-KNU,42,43,0,0,1990,3,1,14363,0,1,1,613637,-1,10000,0,0,1,0,0,0
1397,775.1991,775,775.0499878,Karen-Kawthoolei-KNU,43,44,0,0,1991,3,1,14363,0,1,1,625910,-1,10000,0,0,1,0,0,0
1398,775.1992,775,775.0499878,Karen-Kawthoolei-KNU,44,45,0,0,1992,3,0,14363,0,1,1,638183,-1,10000,0,0,1,0,0,0
1399,775.1993,775,775.0499878,Karen-Kawthoolei-KNU,45,46,0,0,1993,3,0,14363,0,1,1,650456,-1,10000,0,0,0,0,0,0
1400,775.1994,775,775.0499878,Karen-Kawthoolei-KNU,46,47,0,0,1994,3,0,14363,0,1,1,662729,-1,10000,0,1,1,0,0,0
1401,775.1995,775,775.0499878,Karen-Kawthoolei-KNU,47,48,0,0,1995,3,0,14363,0,1,1,675002,-1,10000,0,0,1,0,0,0
1402,775.1996,775,775.0499878,Karen-Kawthoolei-KNU,48,49,0,0,1996,3,0,14363,0,1,1,687275,-1,10000,0,0,0,0,0,0
1403,775.1997,775,775.0499878,Karen-Kawthoolei-KNU,49,50,0,0,1997,3,0,14363,0,1,1,699548,-1,10000,0,1,1,0,0,0
1404,775.1998,775,775.0499878,Karen-Kawthoolei-KNU,50,51,0,0,1998,3,0,14363,0,1,1,711821,-1,10000,0,0,1,0,0,0
1405,775.1999,775,775.0499878,Karen-Kawthoolei-KNU,51,52,0,0,1999,3,0,14363,0,1,1,724094,-1,10000,0,0,1,0,0,0
1406,775.2,775,775.0499878,Karen-Kawthoolei-KNU,52,53,0,0,2000,3,0,14363,0,1,1,736367,-1,10000,0,0,1,0,0,0
1407,775.2001,775,775.0499878,Karen-Kawthoolei-KNU,53,54,0,0,2001,3,0,14363,0,1,1,748640,-1,10000,0,0,1,0,0,0
1408,775.2002,775,775.0499878,Karen-Kawthoolei-KNU,54,55,0,0,2002,3,0,14363,0,1,1,760913,-1,10000,0,0,1,0,0,0
1409,775.2003,775,775.0499878,Karen-Kawthoolei-KNU,55,56,0,0,2003,3,0,14363,0,1,1,773186,-1,10000,0,0,1,0,0,0
1410,775.2004,775,775.0499878,Karen-Kawthoolei-KNU,56,57,0,0,2004,3,0,14363,0,1,1,785459,-1,10000,0,0,0,0,0,0
1411,775.2005,775,775.0499878,Karen-Kawthoolei-KNU,57,58,0,0,2005,3,0,14363,0,1,1,797732,-1,10000,0,1,1,0,0,0
1412,775.2006,775,775.0499878,Karen-Kawthoolei-KNU,58,59,0,0,2006,3,0,14363,0,1,1,810005,-1,10000,0,0,1,0,0,0
1413,775.2007,775,775.0499878,Karen-Kawthoolei-KNU,59,60,0,0,2007,3,0,14363,0,1,1,822278,-1,10000,0,0,1,0,0,0
1414,775.2008,775,775.0499878,Karen-Kawthoolei-KNU,60,61,0,0,2008,3,0,14363,0,1,1,834551,-1,10000,0,0,1,0,0,0
1415,775.2009,775,775.0499878,Karen-Kawthoolei-KNU,61,62,0,0,2009,3,0,14363,0,1,1,846824,-1,10000,0,0,1,0,0,0
1416,775.201,775,775.0499878,Karen-Kawthoolei-KNU,62,63,0,0,2010,3,0,14363,0,1,1,859097,-1,10000,0,0,1,0,0,0
508,490.1993,490,490.0799866,Kasai/MIBA,0,1,0,0,1993,1,0,325044,0,0,1,6562000,0,0,0,0,0,0,0,1
509,490.1994,490,490.0799866,Kasai/MIBA,1,2,0,0,1994,1,0,325044,0,0,1,6683000,0,0,0,0,0,0,0,1
510,490.1995,490,490.0799866,Kasai/MIBA,2,3,0,0,1995,1,0,325044,0,0,1,6804000,0,0,0,0,0,0,0,1
511,490.1996,490,490.0799866,Kasai/MIBA,3,4,0,0,1996,1,0,325044,0,0,1,6925000,0,0,0,0,0,0,0,1
512,490.1997,490,490.0799866,Kasai/MIBA,4,5,1,1,1997,1,0,325044,0,0,1,7046000,0,0,0,0,0,0,0,1
470,490.196,490,490.0100098,Katanga,0,1,0,0,1960,5,0,496877,0,1,1,1757375,-1,10000,0,1,1,0,0,0
471,490.1961,490,490.0100098,Katanga,1,2,0,0,1961,5,0,361937,0,1,1,1292867,-1,10000,0,1,1,0,0,0
472,490.1962,490,490.0100098,Katanga,2,3,0,0,1962,5,0,496877,0,1,1,1784725,-1,6000,0,0,1,0,0,0
473,490.1963,490,490.0100098,Katanga,3,4,1,2,1963,5,0,496877,0,1,1,1798400,-1,6000,0,0,1,1,0,0
402,451.1963,451,451.1000061,Katanga-Sierra Leone,0,1,0,0,1963,1,0,5641,0,0,1,168000,0,NA,0,0,0,0,0,1
403,451.1964,451,451.1000061,Katanga-Sierra Leone,1,2,0,0,1964,1,0,5641,0,0,1,182636,0,NA,0,0,0,0,0,1
404,451.1965,451,451.1000061,Katanga-Sierra Leone,2,3,0,0,1965,1,0,5641,0,0,1,197273,0,NA,0,0,0,0,0,1
405,451.1966,451,451.1000061,Katanga-Sierra Leone,3,4,0,0,1966,1,0,5641,0,0,1,211909,0,NA,0,0,0,0,0,1
406,451.1967,451,451.1000061,Katanga-Sierra Leone,4,5,0,0,1967,1,0,5641,0,0,1,226545,0,NA,0,0,0,0,0,1
407,451.1968,451,451.1000061,Katanga-Sierra Leone,5,6,0,0,1968,1,0,5641,0,0,1,241182,0,NA,0,0,0,0,0,1
408,451.1969,451,451.1000061,Katanga-Sierra Leone,6,7,1,2,1969,1,0,5641,0,0,1,255818,0,NA,0,0,0,0,0,1
1189,770.1947,770,770.0999756,Khanate of Kalat,0,1,0,0,1947,5,0,91909,0,1,0,280000,-1,NA,1,0,0,0,0,0
1190,770.1948,770,770.0999756,Khanate of Kalat,1,2,1,3,1948,5,0,91909,0,1,0,280000,-1,NA,1,0,0,0,0,0
1784,811.1965,811,811.0999756,"Khmer Rouge, Part I",0,1,0,0,1965,3,0,10782,0,1,0,52933,-1,3000,0,0,0,0,1,0
1785,811.1966,811,811.0999756,"Khmer Rouge, Part I",1,2,0,0,1966,3,0,10782,0,1,0,54111,-1,3000,0,0,0,0,1,0
1786,811.1967,811,811.0999756,"Khmer Rouge, Part I",2,3,0,0,1967,3,0,11613,1,1,0,99418,-1,3000,0,1,1,0,1,0
1787,811.1968,811,811.0999756,"Khmer Rouge, Part I",3,4,0,0,1968,3,0,35324,1,1,0,1175098,-1,3000,0,0,1,0,1,0
1788,811.1969,811,811.0999756,"Khmer Rouge, Part I",4,5,0,0,1969,3,0,59035,1,1,0,2250779,-1,3000,0,0,1,0,1,0
1789,811.197,811,811.0999756,"Khmer Rouge, Part I",5,6,0,0,1970,3,0,82747,1,1,0,3326459,-1,3000,0,0,1,0,1,0
1790,811.1971,811,811.0999756,"Khmer Rouge, Part I",6,7,0,0,1971,3,0,106458,1,1,0,4402139,-1,12000,0,0,1,0,1,0
1791,811.1972,811,811.0999756,"Khmer Rouge, Part I",7,8,0,0,1972,3,0,130169,1,1,0,5477820,-1,21000,0,0,1,0,1,0
1792,811.1973,811,811.0999756,"Khmer Rouge, Part I",8,9,0,0,1973,3,0,153880,1,1,0,6553500,-1,30000,0,0,1,0,0,0
1793,811.1974,811,811.0999756,"Khmer Rouge, Part I",9,10,0,0,1974,3,0,153880,1,1,0,6731150,-1,30000,0,0,1,0,0,0
1794,811.1975,811,811.0999756,"Khmer Rouge, Part I",10,11,1,4,1975,3,0,153880,1,1,0,6893500,-1,30000,0,0,1,0,0,0
1797,811.1979,811,811.2999878,"Khmer Rouge, Part II",0,1,0,0,1979,2,0,13899,0,1,1,467969,-1,20000,5,1,1,0,1,0
1798,811.198,811,811.2999878,"Khmer Rouge, Part II",1,2,0,0,1980,2,0,13899,0,1,1,480709,-1,35000,5,0,1,0,1,0
1799,811.1981,811,811.2999878,"Khmer Rouge, Part II",2,3,0,0,1981,2,0,13899,0,1,1,493448,-1,36500,5,0,1,0,1,0
1800,811.1982,811,811.2999878,"Khmer Rouge, Part II",3,4,0,0,1982,2,0,13899,0,1,1,506187,-1,38000,5,0,1,0,1,0
1801,811.1983,811,811.2999878,"Khmer Rouge, Part II",4,5,0,0,1983,2,0,13899,0,1,1,518927,-1,39500,5,0,1,0,1,0
1802,811.1984,811,811.2999878,"Khmer Rouge, Part II",5,6,0,0,1984,2,0,13899,0,1,1,531665,-1,41000,5,0,1,0,1,0
1803,811.1985,811,811.2999878,"Khmer Rouge, Part II",6,7,0,0,1985,2,0,13899,0,1,1,544404,-1,42500,5,0,1,0,1,0
1804,811.1986,811,811.2999878,"Khmer Rouge, Part II",7,8,0,0,1986,2,0,13899,0,1,1,557145,-1,43750,5,0,1,0,1,0
1805,811.1987,811,811.2999878,"Khmer Rouge, Part II",8,9,0,0,1987,2,0,13899,0,1,1,569883,-1,45000,5,0,1,0,1,0
1806,811.1988,811,811.2999878,"Khmer Rouge, Part II",9,10,0,0,1988,2,0,13899,0,1,1,580849,-1,32500,5,0,1,0,1,0
1807,811.1989,811,811.2999878,"Khmer Rouge, Part II",10,11,0,0,1989,2,0,13899,0,1,1,591816,-1,20000,5,0,1,0,1,0
1808,811.199,811,811.2999878,"Khmer Rouge, Part II",11,12,0,0,1990,2,0,13899,0,1,1,602781,-1,20000,5,0,1,0,1,0
1809,811.1991,811,811.2999878,"Khmer Rouge, Part II",12,13,0,0,1991,2,0,13899,0,1,1,613749,-1,20000,5,0,1,0,1,0
1810,811.1992,811,811.2999878,"Khmer Rouge, Part II",13,14,0,0,1992,2,0,10690,0,1,1,624715,-1,20000,5,0,1,0,1,0
1811,811.1993,811,811.2999878,"Khmer Rouge, Part II",14,15,0,0,1993,2,0,7481,0,1,1,340607,-1,20000,5,0,1,0,1,0
1812,811.1994,811,811.2999878,"Khmer Rouge, Part II",15,16,0,0,1994,2,0,7481,0,1,1,345978,-1,20000,5,0,1,0,1,0
1813,811.1995,811,811.2999878,"Khmer Rouge, Part II",16,17,0,0,1995,2,0,7481,0,1,1,351349,-1,20000,5,0,1,0,1,0
1814,811.1996,811,811.2999878,"Khmer Rouge, Part II",17,18,0,0,1996,2,0,7481,0,1,1,356721,-1,20000,5,0,1,0,1,0
1815,811.1997,811,811.2999878,"Khmer Rouge, Part II",18,19,0,0,1997,2,0,7481,0,1,1,362093,-1,20000,5,0,1,0,1,0
1816,811.1998,811,811.2999878,"Khmer Rouge, Part II",19,20,1,3,1998,2,0,7481,0,1,1,367463,-1,20000,5,0,1,0,1,0
558,490.2006,490,490.1799927,Kivu-CNDP,0,1,0,0,2006,3,0,14860,0,1,1,1208143,-1,4000,0,1,1,0,1,0
559,490.2007,490,490.1799927,Kivu-CNDP,1,2,0,0,2007,3,0,14860,0,1,1,1241402,-1,7000,0,0,1,0,1,0
560,490.2008,490,490.1799927,Kivu-CNDP,2,3,0,0,2008,3,0,14860,0,1,1,1274660,-1,12500,0,1,1,0,1,0
561,490.2009,490,490.1799927,Kivu-CNDP,3,4,1,2,2009,3,0,14860,0,1,1,1307918,-1,5000,0,0,0,0,1,0
1481,775.195,775,775.0900269,Kuomintang in Burma,0,1,0,0,1950,3,0,79111,1,1,1,752498,-1,2500,0,0,0,0,1,1
1482,775.1951,775,775.0900269,Kuomintang in Burma,1,2,0,0,1951,3,0,79111,1,1,1,784604,-1,5000,0,0,0,0,1,1
1483,775.1952,775,775.0900269,Kuomintang in Burma,2,3,0,0,1952,3,0,79111,1,1,1,816709,-1,12000,0,0,0,0,1,1
1484,775.1953,775,775.0900269,Kuomintang in Burma,3,4,0,0,1953,3,0,79111,1,1,1,848815,-1,12000,0,0,0,0,1,1
1485,775.1954,775,775.0900269,Kuomintang in Burma,4,5,0,0,1954,3,0,79111,1,1,1,880920,-1,7000,0,0,0,0,1,1
1486,775.1955,775,775.0900269,Kuomintang in Burma,5,6,0,0,1955,3,0,79111,1,1,1,913025,-1,7000,0,0,0,0,1,1
1487,775.1956,775,775.0900269,Kuomintang in Burma,6,7,0,0,1956,3,0,68563,1,1,1,797709,-1,7000,0,0,0,0,1,1
1488,775.1957,775,775.0900269,Kuomintang in Burma,7,8,0,0,1957,3,0,58015,1,1,1,682394,-1,7000,0,0,0,0,1,1
1489,775.1958,775,775.0900269,Kuomintang in Burma,8,9,0,0,1958,3,0,47466,1,1,1,567078,-1,7000,0,0,0,0,1,1
1490,775.1959,775,775.0900269,Kuomintang in Burma,9,10,0,0,1959,3,0,36918,1,1,1,451762,-1,7000,0,0,0,0,1,1
1491,775.196,775,775.0900269,Kuomintang in Burma,10,11,0,0,1960,3,0,26370,1,1,1,336447,-1,7000,0,0,0,0,1,1
1492,775.1961,775,775.0900269,Kuomintang in Burma,11,12,1,2,1961,3,0,15822,1,1,1,221131,-1,7000,0,0,0,0,1,1
481,490.1963,490,490.0499878,Kwilu,0,1,0,0,1963,3,0,78219,0,0,1,1251136,-1,950,0,1,1,0,1,0
482,490.1964,490,490.0499878,Kwilu,1,2,0,0,1964,3,0,78219,0,0,1,1268182,-1,950,0,0,1,0,1,0
483,490.1965,490,490.0499878,Kwilu,2,3,0,0,1965,3,0,78219,0,0,1,1285227,-1,950,0,0,1,0,1,0
484,490.1966,490,490.0499878,Kwilu,3,4,0,0,1966,3,0,78219,0,0,1,1302272,-1,950,0,0,1,0,1,0
485,490.1967,490,490.0499878,Kwilu,4,5,1,2,1967,3,0,78219,0,0,1,1319318,-1,950,0,0,1,1,1,0
1233,770.1996,770,770.5,Lahore Shias,0,1,1,2,1996,3,0,55,0,0,0,1800,-1,NA,0,0,0,0,0,0
59,90.1979,90,90.90000153,Lake Atitlan - ORPA,0,1,0,0,1979,3,0,8449,0,1,1,1631800,NA,3500,0,1,1,0,0,0
60,90.198,90,90.90000153,Lake Atitlan - ORPA,1,2,0,0,1980,3,0,8449,0,1,1,1653950,NA,3500,0,0,1,0,0,0
61,90.1981,90,90.90000153,Lake Atitlan - ORPA,2,3,0,0,1981,3,0,8449,0,1,1,1676100,NA,3500,0,0,1,0,0,0
62,90.1982,90,90.90000153,Lake Atitlan - ORPA,3,4,0,0,1982,3,0,8449,0,1,1,1693700,NA,3500,0,0,1,0,0,0
63,90.1983,90,90.90000153,Lake Atitlan - ORPA,4,5,0,0,1983,3,0,8449,0,1,1,1711300,NA,2533,0,0,1,0,0,0
64,90.1984,90,90.90000153,Lake Atitlan - ORPA,5,6,0,0,1984,3,0,8449,0,1,1,1724650,NA,1566,0,0,1,0,0,0
65,90.1985,90,90.90000153,Lake Atitlan - ORPA,6,7,1,2,1985,3,0,8449,0,1,1,1738000,NA,600,0,0,1,1,0,0
8,89.1835,89,89.5,League of Cities,0,1,1,2,1835,5,0,15538,1,1,0,77317,1,NA,0,1,1,1,0,0
945,660.1976,660,660.2999878,Lebanon-Christians,0,1,0,0,1976,3,0,1031,0,1,0,392272,0,12000,0,1,1,0,0,0
946,660.1977,660,660.2999878,Lebanon-Christians,1,2,0,0,1977,3,0,1031,0,1,0,392391,0,12571,0,0,0,0,0,0
947,660.1978,660,660.2999878,Lebanon-Christians,2,3,0,0,1978,3,0,1031,0,1,0,392511,0,13143,0,1,1,0,0,0
948,660.1979,660,660.2999878,Lebanon-Christians,3,4,0,0,1979,3,0,1031,0,1,0,392630,0,13714,0,0,0,0,0,0
949,660.198,660,660.2999878,Lebanon-Christians,4,5,0,0,1980,3,0,1031,0,1,0,392749,0,14286,0,0,0,0,0,0
950,660.1981,660,660.2999878,Lebanon-Christians,5,6,0,0,1981,3,0,1031,0,1,0,392868,0,14857,0,0,0,0,1,0
951,660.1982,660,660.2999878,Lebanon-Christians,6,7,0,0,1982,3,0,1031,0,1,0,392987,0,15429,0,0,0,0,1,0
952,660.1983,660,660.2999878,Lebanon-Christians,7,8,0,0,1983,3,0,1031,0,1,0,393106,0,16000,0,0,0,0,1,0
953,660.1984,660,660.2999878,Lebanon-Christians,8,9,0,0,1984,3,0,1031,0,1,0,393226,0,16571,0,0,0,0,1,0
954,660.1985,660,660.2999878,Lebanon-Christians,9,10,0,0,1985,3,0,1031,0,1,0,393345,0,17143,0,0,0,0,1,0
955,660.1986,660,660.2999878,Lebanon-Christians,10,11,0,0,1986,3,0,1031,0,1,0,393464,0,17714,0,0,0,0,1,0
956,660.1987,660,660.2999878,Lebanon-Christians,11,12,0,0,1987,3,0,1031,0,1,0,393583,0,18286,0,0,0,0,1,0
957,660.1988,660,660.2999878,Lebanon-Christians,12,13,0,0,1988,3,0,1031,0,1,0,393702,0,18858,0,0,0,0,1,0
958,660.1989,660,660.2999878,Lebanon-Christians,13,14,0,0,1989,3,0,1031,0,1,0,393821,0,19429,0,1,1,0,1,0
959,660.199,660,660.2999878,Lebanon-Christians,14,15,1,2,1990,3,0,1031,0,1,0,393940,0,20000,0,0,1,0,1,0
930,660.1975,660,660.2000122,Lebanon-Druze,0,1,0,0,1975,3,0,194,0,0,0,200248,-1,24000,0,1,1,0,0,0
