year,unique_id,ccode,state_name,event_num_all,event_num,start,stop,alt_start,alt_stop,num_before_81,left_censored,new_tc,new_tc_dummy,num_tc,area,area_1000,area_1000_log,country_age,durable,elf,exist_tc,first_tc,first_tc_alt,first_tc_count,lmtnest,sf,sf_onset,state_fail,tc_persists_alt,tc_tally,Devel,birth_type,rivals_thom,rivals_gd,hs_capacity,hrp_mean,hrp_sd,kills_mean,kills_median,ciri_disap,ciri_kill,ciri_polpris,ciri_tort,pts_amnesty,pts_state,pts_hrw,hath_tort,ucdp_low,ucdp_best,ucdp_high,polity,polity2,polity_democ,polity_autoc,v2x_polyarchy,v2x_libdem,v2x_partipdem,v2x_egaldem,acd_inter_ongoing,acd_inter_onset,acd_intra_ongoing,acd_intra_onset,acd_any_ongoing,acd_any_onset,wbgdp2011est,wbgdppc2011est,wbpopest,sdpest,lag_hrp,lag_num_tc
2000,372.2,372,Georgia,2,2,8,9,9,10,0,0,0,0,2,70005,70.00499725,4.248566629,10,9,0.49000001,1,NA,1,NA,4.123903275,0,0,0,1,2,0.087295651,2,0,0,-0.546199977,-0.299956065,0.231308039,0,0,1,2,1,1,3,2,NA,NA,0,NA,NA,2,2,4,2,0.387,0.217,0.13,0.304,0,0,0,0,0,0,23.678,8.349,15.329,23.378,-0.645191734,2
2001,372.2001,372,Georgia,2,2,9,10,10,11,0,0,0,0,2,70005,70.00499725,4.248566629,11,10,0.49000001,1,NA,1,NA,4.123903275,0,0,0,1,2,0.086417675,2,0,0,-0.533299983,-0.331699994,0.213161614,0,0,2,1,1,0,3,3,NA,NA,0,NA,NA,2,2,4,2,0.388,0.224,0.136,0.29,0,0,0,0,0,0,23.695,8.383,15.312,23.406,-0.299956065,2
2002,372.2002,372,Georgia,2,2,10,11,11,12,0,0,0,0,2,70005,70.00499725,4.248566629,12,11,0.49000001,1,NA,1,NA,4.123903275,0,0,0,1,2,0.086417675,2,0,NA,-0.506900012,-0.304240978,0.21806386,0,0,2,2,1,0,2,4,NA,NA,0,NA,NA,2,2,4,2,0.381,0.211,0.128,0.289,0,0,0,0,0,0,23.749,8.445,15.304,23.48,-0.331699994,2
2003,372.2003,372,Georgia,2,2,11,12,12,13,0,0,0,0,2,70005,70.00499725,4.248566629,13,12,0.49000001,1,NA,1,NA,4.123903275,0,0,0,1,2,0.086417675,2,0,NA,-0.443899989,-0.254791441,0.211227085,0,0,2,1,1,0,3,3,NA,NA,0,NA,NA,2,2,4,2,0.38,0.215,0.13,0.292,0,0,0,0,0,0,23.837,8.538,15.299,23.595,-0.304240978,2
2004,372.2004,372,Georgia,2,2,12,13,13,14,0,0,0,0,2,70005,70.00499725,4.248566629,14,13,0.49000001,1,NA,1,NA,4.123903275,0,0,0,1,2,0.086417675,2,0,NA,0.240999997,-0.198044066,0.215017605,0,0,2,1,1,0,3,3,NA,NA,0,NA,NA,6,6,6,0,0.581,0.396,0.319,0.462,0,0,0,0,0,0,23.894,8.609,15.285,23.671,-0.254791441,2
2005,372.2005,372,Georgia,2,2,13,14,14,15,0,0,0,0,2,70005,70.00499725,4.248566629,15,14,0.49000001,1,NA,1,NA,4.123903275,0,0,0,1,2,0.086417675,2,0,NA,0.609099984,-0.088618648,0.209798354,0,0,2,2,2,0,3,3,NA,NA,0,NA,NA,7,7,7,0,0.624,0.425,0.407,0.5,0,0,0,0,0,0,24.001,8.722,15.279,23.804,-0.198044066,2
2006,372.2006,372,Georgia,2,2,14,15,15,16,0,0,0,0,2,70005,70.00499725,4.248566629,16,15,0.49000001,1,NA,1,NA,4.123903275,0,0,0,1,2,0.086417675,2,0,NA,0.537500024,-0.086054103,0.222960717,0,0,2,1,1,0,3,3,NA,NA,0,NA,NA,7,7,7,0,0.58,0.411,0.364,0.459,0,0,0,0,0,0,24.108,8.836,15.272,23.935,-0.088618648,2
2007,372.2007,372,Georgia,2,2,15,16,16,17,0,0,0,0,2,70005,70.00499725,4.248566629,17,16,0.49000001,1,NA,1,NA,4.123903275,0,0,0,1,2,0.086417675,2,0,NA,0.706099987,-0.056754316,0.226147315,0,0,2,1,1,0,3,3,NA,NA,0,NA,NA,6,6,7,1,0.592,0.413,0.354,0.47,0,0,0,0,0,0,24.206,8.948,15.258,24.052,-0.086054103,2
2008,372.2008,372,Georgia,2,2,16,17,17,18,0,0,0,0,2,70005,70.00499725,4.248566629,18,17,0.49000001,1,NA,1,NA,4.123903275,0,0,0,1,2,0.086417675,2,0,NA,0.87379998,-0.013816399,0.236267898,0,0,2,1,1,1,3,4,NA,NA,0,NA,NA,6,6,7,1,0.528,0.363,0.357,0.445,0,0,0,0,0,0,24.264,9.008,15.255,24.12,-0.056754316,2
2009,372.2009,372,Georgia,2,2,17,18,18,19,0,0,0,0,2,70005,70.00499725,4.248566629,19,18,0.49000001,1,NA,1,NA,4.123903275,0,0,0,1,2,0.086417675,2,0,NA,0.793799996,0.273642322,0.227397967,0,0,2,2,1,1,3,2,NA,NA,0,NA,NA,6,6,7,1,0.537,0.38,0.366,0.446,0,0,0,0,0,0,24.252,9.009,15.243,24.108,-0.013816399,2
2010,372.201,372,Georgia,2,2,18,19,19,20,0,0,0,0,2,70005,70.00499725,4.248566629,20,19,0.49000001,1,NA,1,NA,4.123903275,0,0,0,1,2,0.086417675,2,0,NA,0.883899987,0.253311923,0.215997532,0,0,1,1,1,0,2,3,NA,NA,0,NA,NA,6,6,7,1,0.48,0.33,0.315,0.415,0,0,0,0,0,0,24.29,9.07,15.221,24.155,0.273642322,2
1981,452.1981,452,Ghana,1,1,0,1,0,1,0,0,0,0,0,240586,240.5859985,5.483077608,25,0,0.846000016,0,0,0,25,0,0,0,0,0,0,0.219731316,1,1,0,-0.645299971,-0.499653011,0.245515637,NA,NA,2,NA,1,2,NA,2,NA,NA,NA,NA,NA,5,5,5,0,0.193,0.149,0.11,0.158,0,0,0,0,0,0,23.886,7.698,16.189,23.198,-0.465479532,0
1982,452.1982,452,Ghana,1,1,1,2,1,2,0,0,0,0,0,240586,240.5859985,5.483077608,26,1,0.846000016,0,0,0,26,0,0,0,0,0,0,0.219629318,1,1,0,-0.453500003,-0.807203819,0.21333442,NA,NA,1,0,0,1,3,3,NA,NA,NA,NA,NA,-7,-7,0,7,0.111,0.079,0.075,0.159,0,0,0,0,0,0,23.822,7.598,16.225,23.026,-0.499653011,0
1983,452.1983,452,Ghana,1,1,2,3,2,3,0,0,0,0,0,240586,240.5859985,5.483077608,27,2,0.846000016,0,0,0,27,0,0,0,0,0,0,0.212099284,1,1,0,-0.906099975,-0.789903381,0.208918496,NA,NA,1,1,0,0,3,3,NA,NA,NA,NA,NA,-7,-7,0,7,0.105,0.077,0.072,0.162,0,0,0,0,0,0,23.806,7.55,16.256,22.947,-0.807203819,0
1984,452.1984,452,Ghana,1,1,3,4,3,4,0,0,0,0,0,240586,240.5859985,5.483077608,28,3,0.846000016,0,0,0,28,0,0,0,0,0,0,0.150217131,1,1,0,-0.91839999,-0.442991971,0.220850292,NA,NA,2,1,1,1,3,2,NA,NA,NA,NA,NA,-7,-7,0,7,0.099,0.076,0.071,0.161,0,0,0,0,0,0,23.855,7.559,16.297,23.008,-0.789903381,0
1985,452.1985,452,Ghana,1,1,4,5,4,5,0,0,0,0,0,240586,240.5859985,5.483077608,29,4,0.846000016,0,0,0,29,0,0,0,0,0,0,0.155907586,1,1,0,-0.846199989,-0.251143804,0.215125882,NA,NA,2,2,0,1,2,2,NA,3,NA,NA,NA,-7,-7,0,7,0.102,0.081,0.071,0.162,0,0,0,0,0,0,23.91,7.58,16.33,23.09,-0.442991971,0
1986,452.1986,452,Ghana,1,1,5,6,5,6,0,0,0,0,0,240586,240.5859985,5.483077608,30,5,0.846000016,0,0,0,30,0,0,0,0,0,0,0.156737447,1,1,0,-0.800400019,-0.209992356,0.209697563,NA,NA,2,2,0,1,3,2,NA,3,NA,NA,NA,-7,-7,0,7,0.102,0.082,0.07,0.161,0,0,0,0,0,0,23.963,7.602,16.362,23.171,-0.251143804,0
1987,452.1987,452,Ghana,1,1,6,7,6,7,0,0,0,0,0,240586,240.5859985,5.483077608,31,6,0.846000016,0,0,0,31,0,0,0,0,0,0,0.157863691,1,1,0,-0.805999994,-0.077987295,0.204251715,NA,NA,2,1,1,1,2,2,NA,3,NA,NA,NA,-7,-7,0,7,0.105,0.082,0.069,0.164,0,0,0,0,0,0,24.007,7.618,16.39,23.234,-0.209992356,0
1988,452.1988,452,Ghana,1,1,7,8,7,8,0,0,0,0,0,240586,240.5859985,5.483077608,32,7,0.846000016,0,0,0,32,0,0,0,0,0,0,0.152128845,1,1,0,-0.707099974,0.023346634,0.218817992,NA,NA,2,2,0,1,2,2,NA,3,NA,NA,NA,-7,-7,0,7,0.107,0.085,0.084,0.163,0,0,0,0,0,0,24.063,7.643,16.42,23.318,-0.077987295,0
1989,452.1989,452,Ghana,1,1,8,9,8,9,0,0,0,0,0,240586,240.5859985,5.483077608,33,8,0.846000016,0,0,0,33,0,0,0,0,0,0,0.150418535,1,1,0,-0.53609997,0.119223318,0.226376756,0,0,2,2,0,1,2,2,NA,2,0,NA,NA,-7,-7,0,7,0.106,0.089,0.08,0.167,0,0,0,0,0,0,24.086,7.635,16.451,23.332,0.023346634,0
1990,452.199,452,Ghana,1,1,9,10,9,10,0,0,0,0,0,240586,240.5859985,5.483077608,34,9,0.846000016,0,0,0,34,0,0,0,0,0,0,0.157470495,1,1,0,-0.4736,0.158992731,0.222723569,0,0,2,1,0,1,2,2,NA,1,0,NA,NA,-7,-7,0,7,0.105,0.095,0.096,0.161,0,0,0,0,0,0,24.131,7.653,16.479,23.398,0.119223318,0
1991,452.1991,452,Ghana,1,1,10,11,10,11,0,0,0,0,0,240586,240.5859985,5.483077608,35,0,0.846000016,0,0,0,35,0,0,0,0,0,0,0.14865461,1,1,0,-0.406800002,0.207048062,0.222262502,0,0,2,2,0,1,3,2,NA,2,0,NA,NA,-4,-4,0,4,0.111,0.097,0.095,0.15,0,0,0,0,0,0,24.168,7.665,16.503,23.448,0.158992731,0
1992,452.1992,452,Ghana,1,1,11,12,11,12,0,0,0,0,0,240586,240.5859985,5.483077608,36,0,0.846000016,0,0,0,36,0,0,0,0,0,0,0.159745663,1,1,0,-0.449600011,0.366142861,0.219783422,0,0,2,2,0,2,2,2,NA,2,0,NA,NA,-1,-1,1,2,0.121,0.106,0.112,0.165,0,0,0,0,0,0,24.214,7.681,16.533,23.51,0.207048062,0
1993,452.1993,452,Ghana,1,1,12,13,12,13,0,0,0,0,0,240586,240.5859985,5.483077608,37,1,0.846000016,0,0,0,37,0,0,0,0,0,0,0.165375695,1,1,0,-0.306400001,0.431382291,0.21636639,0,0,2,1,1,1,2,1,NA,3,0,NA,NA,-1,-1,1,2,0.435,0.322,0.232,0.32,0,0,0,0,0,0,24.248,7.684,16.565,23.547,0.366142861,0
1994,452.1994,452,Ghana,1,1,13,14,13,14,0,0,0,0,0,240586,240.5859985,5.483077608,38,2,0.846000016,0,0,0,38,0,0,0,0,0,0,0.17310299,1,1,0,-0.259299994,0.444125824,0.231891828,0,0,2,2,1,2,4,2,NA,2,0,NA,NA,-1,-1,1,2,0.511,0.406,0.267,0.36,0,0,0,0,0,0,24.285,7.699,16.586,23.598,0.431382291,0
1995,452.1995,452,Ghana,1,1,14,15,14,15,0,0,0,0,0,240586,240.5859985,5.483077608,39,3,0.846000016,0,0,0,39,0,0,0,0,0,0,0.168355763,1,1,0,-0.230000004,0.485515941,0.226961834,0,0,2,1,2,1,NA,2,NA,2,0,NA,NA,-1,-1,1,2,0.507,0.407,0.266,0.365,0,0,0,0,0,0,24.324,7.708,16.616,23.646,0.444125824,0
1996,452.1996,452,Ghana,1,1,15,16,15,16,0,0,0,0,0,240586,240.5859985,5.483077608,40,0,0.846000016,0,0,0,40,0,0,0,0,0,0,0.163473308,1,0,0,-0.211600006,0.55342935,0.218066569,0,0,2,1,2,1,1,2,NA,2,0,NA,NA,2,2,3,1,0.518,0.427,0.268,0.375,0,0,0,0,0,0,24.356,7.716,16.64,23.686,0.485515941,0
1997,452.1997,452,Ghana,1,1,16,17,16,17,0,0,0,0,0,240586,240.5859985,5.483077608,41,1,0.846000016,0,0,0,41,0,0,0,0,0,0,0.160132766,1,0,0,-0.219899997,0.525981112,0.211961048,0,0,2,2,1,0,2,2,NA,2,0,NA,NA,2,2,3,1,0.6,0.512,0.317,0.442,0,0,0,0,0,0,24.452,7.783,16.669,23.842,0.55342935,0
1998,452.1998,452,Ghana,1,1,17,18,17,18,0,0,0,0,0,240586,240.5859985,5.483077608,42,2,0.846000016,0,0,0,42,0,0,0,0,0,0,0.154081881,1,0,0,-0.231900007,0.518971548,0.218314836,0,0,2,2,2,1,2,2,NA,3,0,NA,NA,2,2,3,1,0.6,0.52,0.315,0.442,0,0,0,0,0,0,24.476,7.785,16.691,23.868,0.525981112,0
1999,452.1999,452,Ghana,1,1,18,19,18,19,0,0,0,0,0,240586,240.5859985,5.483077608,43,3,0.846000016,0,0,0,43,0,0,0,0,0,0,0.158733442,1,0,0,-0.215399995,0.428685034,0.212150083,0,0,2,2,1,1,2,3,NA,2,0,NA,NA,2,2,3,1,0.611,0.518,0.32,0.439,0,0,0,0,0,0,24.536,7.82,16.716,23.956,0.518971548,0
2000,452.2,452,Ghana,1,1,19,20,19,20,0,0,0,0,0,240586,240.5859985,5.483077608,44,4,0.846000016,0,0,0,44,0,0,0,0,0,0,0.088020332,1,0,0,-0.337500006,0.374478638,0.21044352,0,0,2,1,2,0,2,2,NA,NA,0,NA,NA,2,2,3,1,0.652,0.562,0.329,0.466,0,0,0,0,0,0,24.592,7.855,16.737,24.039,0.428685034,0
2001,452.2001,452,Ghana,1,1,20,21,20,21,0,0,0,0,0,240586,240.5859985,5.483077608,45,0,0.846000016,0,0,0,45,0,0,0,0,0,0,0.102640025,1,0,0,-0.484899998,0.276878947,0.20636675,0,0,2,1,1,1,2,3,NA,NA,0,NA,NA,6,6,7,1,0.718,0.611,0.371,0.499,0,0,0,0,0,0,24.602,7.853,16.75,24.047,0.374478638,0
2002,452.2002,452,Ghana,1,1,21,22,21,22,0,0,0,0,0,240586,240.5859985,5.483077608,46,1,0.846000016,0,0,0,46,0,0,0,0,0,0,0.100173078,1,0,NA,-0.403200001,0.291837761,0.218430492,0,0,2,1,2,1,NA,3,NA,NA,0,NA,NA,6,6,7,1,0.726,0.62,0.374,0.504,0,0,0,0,0,0,24.635,7.86,16.775,24.086,0.276878947,0
2003,452.2003,452,Ghana,1,1,22,23,22,23,0,0,0,0,0,240586,240.5859985,5.483077608,47,2,0.846000016,0,0,0,47,0,0,0,0,0,0,0.098224759,1,0,NA,-0.275400013,0.368726905,0.211528426,0,0,2,1,2,1,2,3,NA,NA,0,NA,NA,6,6,7,1,0.733,0.635,0.385,0.511,0,0,0,0,0,0,24.697,7.898,16.799,24.175,0.291837761,0
2004,452.2004,452,Ghana,1,1,23,24,23,24,0,0,0,0,0,240586,240.5859985,5.483077608,48,3,0.846000016,0,0,0,48,0,0,0,0,0,0,0.09005902,1,0,NA,-0.367700011,0.436043175,0.214860639,0,0,2,1,2,1,2,3,NA,NA,0,NA,NA,8,8,8,0,0.722,0.627,0.375,0.506,0,0,0,0,0,0,24.742,7.918,16.824,24.233,0.368726905,0
2005,452.2005,452,Ghana,1,1,24,25,24,25,0,0,0,0,0,240586,240.5859985,5.483077608,49,4,0.846000016,0,0,0,49,0,0,0,0,0,0,0.090904608,1,0,NA,-0.089120001,0.489023859,0.223230995,0,0,2,1,2,1,1,3,NA,NA,0,NA,NA,8,8,8,0,0.723,0.627,0.373,0.509,0,0,0,0,0,0,24.797,7.957,16.841,24.313,0.436043175,0
2006,452.2006,452,Ghana,1,1,25,26,25,26,0,0,0,0,0,240586,240.5859985,5.483077608,50,5,0.846000016,0,0,0,50,0,0,0,0,0,0,0.086999163,1,0,NA,0.050810002,0.431900243,0.221636389,0,0,2,1,2,0,2,3,NA,NA,0,NA,NA,8,8,8,0,0.723,0.627,0.371,0.509,0,0,0,0,0,0,24.824,7.955,16.87,24.339,0.489023859,0
2007,452.2007,452,Ghana,1,1,26,27,26,27,0,0,0,0,0,240586,240.5859985,5.483077608,51,6,0.846000016,0,0,0,51,0,0,0,0,0,0,0.085451178,1,0,NA,0.072999999,0.384041501,0.213215143,0,0,2,1,2,0,2,3,NA,NA,0,NA,NA,8,8,8,0,0.717,0.619,0.369,0.503,0,0,0,0,0,0,24.878,7.985,16.893,24.411,0.431900243,0
2008,452.2008,452,Ghana,1,1,27,28,27,28,0,0,0,0,0,240586,240.5859985,5.483077608,52,7,0.846000016,0,0,0,52,0,0,0,0,0,0,0.085451178,1,0,NA,0.089670002,0.316840697,0.210142912,0,0,2,1,2,0,2,3,NA,NA,0,NA,NA,8,8,8,0,0.72,0.619,0.365,0.519,0,0,0,0,0,0,24.958,8.041,16.917,24.522,0.384041501,0
2009,452.2009,452,Ghana,1,1,28,29,28,29,0,0,0,0,0,240586,240.5859985,5.483077608,53,8,0.846000016,0,0,0,53,0,0,0,0,0,0,0.085451178,1,0,NA,0.089639999,0.254880838,0.209950756,0,0,2,1,2,0,2,3,NA,NA,0,NA,NA,8,8,8,0,0.758,0.658,0.388,0.53,0,0,0,0,0,0,25.009,8.07,16.939,24.59,0.316840697,0
2010,452.201,452,Ghana,1,1,29,30,29,30,0,0,0,0,0,240586,240.5859985,5.483077608,54,9,0.846000016,0,0,0,54,0,0,0,0,0,0,0.085451178,1,0,NA,0.144099995,0.155753736,0.215062833,0,0,2,1,1,0,3,3,NA,NA,0,NA,NA,8,8,8,0,0.741,0.633,0.377,0.534,0,0,0,0,0,0,25.112,8.147,16.965,24.731,0.254880838,0
1981,90.1981,90,Guatemala,9,1,0,1,0,1,9,1,0,0,3,109654,109.6539993,4.697329948,142,7,0.493000001,1,NA,1,NA,3.763522863,0,0,0,1,9,0.167987257,2,1,0,-0.583899975,-2.679483392,0.225618133,NA,NA,0,0,0,0,5,4,NA,NA,NA,NA,NA,-5,-5,0,5,0.166,0.06,0.087,0.056,0,0,0,0,0,0,24.343,8.605,15.739,24.119,-2.616949664,3
1982,90.1982,90,Guatemala,9,1,1,2,1,2,9,1,0,0,3,109654,109.6539993,4.697329948,143,8,0.493000001,1,NA,1,NA,3.763522863,0,0,0,1,9,0.165887713,2,1,0,-0.542299986,-2.665633038,0.222737296,NA,NA,0,0,0,1,5,4,NA,NA,NA,NA,NA,-7,-7,0,7,0.113,0.044,0.071,0.048,0,0,0,0,0,0,24.324,8.558,15.767,24.088,-2.679483392,3
1983,90.1983,90,Guatemala,9,1,2,3,2,3,9,1,0,0,3,109654,109.6539993,4.697329948,144,9,0.493000001,1,NA,1,NA,3.763522863,0,0,0,1,9,0.159092635,2,1,0,-0.486699998,-2.58668553,0.218897556,NA,NA,0,0,1,0,5,4,NA,NA,NA,NA,NA,-7,-7,0,7,0.097,0.043,0.067,0.046,0,0,0,0,0,0,24.304,8.513,15.792,24.056,-2.665633038,3
1984,90.1984,90,Guatemala,9,1,3,4,3,4,9,1,0,0,3,109654,109.6539993,4.697329948,145,0,0.493000001,1,NA,1,NA,3.763522863,0,0,0,1,9,0.122824334,2,1,0,-0.641600013,-2.5304929,0.223445107,NA,NA,0,0,0,0,5,4,NA,NA,NA,NA,NA,-6,-6,0,6,0.113,0.046,0.076,0.06,0,0,0,0,0,0,24.312,8.494,15.818,24.058,-2.58668553,3
1985,90.1985,90,Guatemala,9,1,4,5,4,5,9,1,0,0,3,109654,109.6539993,4.697329948,146,0,0.493000001,1,NA,1,NA,3.763522863,0,0,0,1,9,0.120842963,2,1,0,-0.474999994,-2.289649452,0.19984032,NA,NA,0,0,0,0,5,4,NA,4,NA,NA,NA,-88,-1,-88,-88,0.141,0.065,0.121,0.06,0,0,0,0,0,0,24.325,8.475,15.85,24.065,-2.5304929,3
1986,90.1986,90,Guatemala,9,1,5,6,5,6,9,1,0,0,0,109654,109.6539993,4.697329948,147,0,0.493000001,0,NA,1,NA,3.763522863,0,0,0,0,9,0.119957142,2,1,0,-0.606299996,-2.108882222,0.188528595,NA,NA,0,0,0,0,4,4,NA,3,NA,NA,NA,3,3,4,1,0.336,0.17,0.184,0.107,0,0,0,0,0,0,24.333,8.456,15.877,24.068,-2.289649452,0
1987,90.1987,90,Guatemala,9,1,6,7,6,7,9,1,0,0,0,109654,109.6539993,4.697329948,148,1,0.493000001,0,NA,1,NA,3.763522863,0,0,0,0,9,0.117468491,2,1,0,-0.497099996,-1.972139825,0.181998984,NA,NA,1,1,1,1,4,4,NA,3,NA,NA,NA,3,3,4,1,0.367,0.196,0.222,0.116,0,0,0,0,0,0,24.353,8.452,15.902,24.087,-2.108882222,0
1988,90.1988,90,Guatemala,9,1,7,8,7,8,9,1,0,0,0,109654,109.6539993,4.697329948,149,2,0.493000001,0,NA,1,NA,3.763522863,0,0,0,0,9,0.116275042,2,1,0,-0.432200015,-1.993447204,0.177968894,NA,NA,0,1,0,0,4,4,NA,3,NA,NA,NA,3,3,4,1,0.367,0.196,0.222,0.125,0,0,0,0,0,0,24.389,8.45,15.939,24.122,-1.972139825,0
1989,90.1989,90,Guatemala,9,1,8,9,8,9,9,1,0,0,0,109654,109.6539993,4.697329948,150,3,0.493000001,0,NA,1,NA,3.763522863,0,0,0,0,9,0.114919178,2,1,0,-0.510100007,-2.015826394,0.13155713,322.4646667,287.5,0,0,1,1,4,4,NA,2,46,409,409,3,3,4,1,0.367,0.196,0.222,0.125,0,0,0,0,0,0,24.454,8.499,15.955,24.202,-1.993447204,0
1990,90.199,90,Guatemala,9,1,9,10,9,10,9,1,0,0,0,109654,109.6539993,4.697329948,151,4,0.493000001,0,NA,1,NA,3.763522863,0,0,0,0,9,0.127660751,2,1,0,-0.530600011,-2.081330921,0.133079607,460.528,413,0,0,1,0,5,5,NA,4,75,598,598,3,3,4,1,0.372,0.191,0.244,0.132,0,0,0,0,0,0,24.495,8.51,15.986,24.246,-2.015826394,0
1991,90.1991,90,Guatemala,9,1,10,11,10,11,9,1,0,0,0,109654,109.6539993,4.697329948,152,5,0.493000001,0,NA,1,NA,3.763522863,0,0,0,0,9,0.132412106,2,1,0,-0.390300006,-1.97627937,0.128374766,251.0166667,223,0,0,1,1,4,4,NA,4,46,354,354,3,3,4,1,0.389,0.194,0.235,0.132,0,0,0,0,0,0,24.538,8.527,16.011,24.294,-2.081330921,0
1992,90.1992,90,Guatemala,9,1,11,12,11,12,9,1,0,0,0,109654,109.6539993,4.697329948,153,6,0.493000001,0,NA,1,NA,3.763522863,0,0,0,0,9,0.135892019,2,1,0,-0.370599985,-1.953519401,0.126250491,224.6833333,202,1,0,1,0,4,4,NA,3,53,326,326,3,3,4,1,0.389,0.194,0.247,0.138,0,0,0,0,0,0,24.583,8.547,16.036,24.344,-1.97627937,0
1993,90.1993,90,Guatemala,9,1,12,13,12,13,9,1,0,0,0,109654,109.6539993,4.697329948,154,7,0.493000001,0,NA,1,NA,3.763522863,0,0,0,0,9,0.132522926,2,1,0,-0.271699995,-1.889214061,0.127214114,153.062,141,1,0,2,1,4,4,NA,3,28,160,293,3,3,4,1,0.406,0.218,0.255,0.154,0,0,0,0,0,0,24.646,8.586,16.06,24.417,-1.953519401,0
1994,90.1994,90,Guatemala,9,1,13,14,13,14,9,1,0,0,0,109654,109.6539993,4.697329948,155,8,0.493000001,0,NA,1,NA,3.763522863,0,0,0,0,9,0.142948031,2,0,0,-0.199200004,-1.905813969,0.125127059,161.9966667,149,0,0,2,0,4,5,NA,4,24,250,250,3,3,4,1,0.404,0.235,0.28,0.155,0,0,0,0,0,0,24.686,8.607,16.079,24.462,-1.889214061,0
1995,90.1995,90,Guatemala,9,1,14,15,14,15,9,1,0,0,0,109654,109.6539993,4.697329948,156,9,0.493000001,0,NA,1,NA,3.763522863,0,0,0,0,9,0.152609006,2,0,0,-0.138600007,-1.763919341,0.122559359,64.87733333,61,0,0,2,0,4,5,NA,4,21,95,95,3,3,4,1,0.424,0.249,0.287,0.16,0,0,0,0,0,0,24.722,8.625,16.098,24.503,-1.905813969,0
1996,90.1996,90,Guatemala,9,1,15,16,15,16,9,1,0,0,0,109654,109.6539993,4.697329948,157,0,0.493000001,0,NA,1,NA,3.763522863,0,0,0,0,9,0.156746134,2,0,0,-0.04177,-1.383661353,0.207990864,6.000666667,0,0,0,2,1,4,4,NA,3,0,NA,NA,8,8,8,0,0.442,0.252,0.296,0.195,0,0,0,0,0,0,24.774,8.656,16.118,24.562,-1.763919341,0
1997,90.1997,90,Guatemala,9,1,16,17,16,17,9,1,0,0,0,109654,109.6539993,4.697329948,158,1,0.493000001,0,NA,1,NA,3.763522863,0,0,0,0,9,0.167943403,2,0,0,-0.008281,-0.864750473,0.235985121,0.021333333,0,1,0,2,1,3,3,NA,3,0,NA,NA,8,8,8,0,0.485,0.279,0.315,0.203,0,0,0,0,0,0,24.825,8.682,16.143,24.619,-1.383661353,0
1998,90.1998,90,Guatemala,9,1,17,18,17,18,9,1,0,0,0,109654,109.6539993,4.697329948,159,2,0.493000001,0,NA,1,NA,3.763522863,0,0,0,0,9,0.186337873,2,0,0,-0.114100002,-0.702749738,0.212940475,0,0,2,0,2,1,4,3,NA,3,0,NA,NA,8,8,8,0,0.485,0.289,0.315,0.203,0,0,0,0,0,0,24.877,8.708,16.169,24.677,-0.864750473,0
1999,90.1999,90,Guatemala,9,1,18,19,18,19,9,1,0,0,0,109654,109.6539993,4.697329948,160,3,0.493000001,0,NA,1,NA,3.763522863,0,0,0,0,9,0.209655613,2,0,0,-0.074960001,-0.625944421,0.203406634,0.000666667,0,1,0,2,1,3,3,NA,3,0,NA,NA,8,8,8,0,0.492,0.268,0.316,0.207,0,0,0,0,0,0,24.923,8.733,16.19,24.729,-0.702749738,0
2000,90.2,90,Guatemala,9,1,19,20,19,20,9,1,0,0,0,109654,109.6539993,4.697329948,161,4,0.493000001,0,NA,1,NA,3.763522863,0,0,0,0,9,0.205511436,2,0,0,0.005787,-0.588063828,0.21519756,0,0,1,0,1,0,3,3,NA,NA,0,NA,NA,8,8,8,0,0.569,0.368,0.359,0.23,0,0,0,0,0,0,24.962,8.752,16.21,24.772,-0.625944421,0
2001,90.2001,90,Guatemala,9,1,20,21,20,21,9,1,0,0,0,109654,109.6539993,4.697329948,162,5,0.493000001,0,NA,1,NA,3.763522863,0,0,0,0,9,0.209044039,2,0,0,0.02942,-0.472280932,0.207899689,0.001333333,0,1,1,2,0,3,3,NA,NA,0,NA,NA,8,8,8,0,0.569,0.377,0.359,0.23,0,0,0,0,0,0,24.993,8.762,16.231,24.805,-0.588063828,0
2002,90.2002,90,Guatemala,9,1,21,22,21,22,9,1,0,0,0,109654,109.6539993,4.697329948,163,6,0.493000001,0,NA,1,NA,3.763522863,0,0,0,0,9,0.204724133,2,0,NA,-0.01303,-0.364119657,0.219230795,0,0,1,1,2,0,3,3,NA,NA,0,NA,NA,8,8,8,0,0.569,0.376,0.359,0.23,0,0,0,0,0,0,25.042,8.787,16.254,24.859,-0.472280932,0
2003,90.2003,90,Guatemala,9,1,22,23,22,23,9,1,0,0,0,109654,109.6539993,4.697329948,164,7,0.493000001,0,NA,1,NA,3.763522863,0,0,0,0,9,0.190381274,2,0,NA,-0.02355,-0.195998674,0.217605252,0,0,2,1,2,0,3,3,NA,NA,0,NA,NA,8,8,8,0,0.577,0.383,0.366,0.233,0,0,0,0,0,0,25.064,8.794,16.27,24.882,-0.364119657,0
