year,unique_id,ccode,state_name,event_num_all,event_num,start,stop,alt_start,alt_stop,num_before_81,left_censored,new_tc,new_tc_dummy,num_tc,area,area_1000,area_1000_log,country_age,durable,elf,exist_tc,first_tc,first_tc_alt,first_tc_count,lmtnest,sf,sf_onset,state_fail,tc_persists_alt,tc_tally,Devel,birth_type,rivals_thom,rivals_gd,hs_capacity,hrp_mean,hrp_sd,kills_mean,kills_median,ciri_disap,ciri_kill,ciri_polpris,ciri_tort,pts_amnesty,pts_state,pts_hrw,hath_tort,ucdp_low,ucdp_best,ucdp_high,polity,polity2,polity_democ,polity_autoc,v2x_polyarchy,v2x_libdem,v2x_partipdem,v2x_egaldem,acd_inter_ongoing,acd_inter_onset,acd_intra_ongoing,acd_intra_onset,acd_any_ongoing,acd_any_onset,wbgdp2011est,wbgdppc2011est,wbpopest,sdpest,lag_hrp,lag_num_tc
1990,501.199,501,Kenya,2,2,9,10,9,10,1,0,0,0,0,585730,585.7299805,6.372858899,28,21,0.851999998,0,NA,1,NA,3.306886673,0,0,0,0,1,0.096763246,1,2,0,-0.281100005,-0.675442075,0.200661306,0.004,0,2,1,1,1,3,3,NA,3,0,NA,NA,-7,-7,0,7,0.197,0.122,0.109,0.152,0,0,0,0,0,0,24.704,7.76,16.944,24.074,-0.55044965,0
1991,501.1991,501,Kenya,2,2,10,11,10,11,1,0,0,0,0,585730,585.7299805,6.372858899,29,22,0.851999998,0,NA,1,NA,3.306886673,0,0,0,0,1,0.088826127,1,2,0,-0.096050002,-0.862110864,0.204983743,0.036666667,0,2,1,0,0,3,3,NA,3,0,NA,NA,-5,-5,0,5,0.202,0.128,0.103,0.143,0,0,0,0,0,0,24.725,7.746,16.979,24.083,-0.675442075,0
1992,501.1992,501,Kenya,2,2,11,12,11,12,1,0,0,0,0,585730,585.7299805,6.372858899,30,23,0.851999998,0,NA,1,NA,3.306886673,0,0,0,0,1,0.091301575,1,2,0,-0.065580003,-1.045989213,0.196086769,0.082,0,2,0,0,0,4,4,NA,3,0,NA,NA,-5,-5,0,5,0.228,0.153,0.136,0.166,0,0,0,0,0,0,24.729,7.717,17.013,24.06,-0.862110864,0
1993,501.1993,501,Kenya,2,2,12,13,12,13,1,0,0,0,0,585730,585.7299805,6.372858899,31,24,0.851999998,0,NA,1,NA,3.306886673,0,0,0,0,1,0.086089,1,2,0,-0.123800002,-0.954338515,0.189910033,0.053333333,0,2,1,1,1,3,4,NA,3,0,NA,NA,-5,-5,0,5,0.347,0.208,0.196,0.198,0,0,0,0,0,0,24.773,7.72,17.053,24.107,-1.045989213,0
1994,501.1994,501,Kenya,2,2,13,14,13,14,1,0,0,0,0,585730,585.7299805,6.372858899,32,25,0.851999998,0,NA,1,NA,3.306886673,0,0,0,0,1,0.083571933,1,2,0,0.027620001,-0.986629804,0.182998567,0.044666667,0,1,2,1,0,4,4,NA,3,0,NA,NA,-5,-5,0,5,0.337,0.206,0.196,0.197,0,0,0,0,0,0,24.823,7.743,17.08,24.179,-0.954338515,0
1995,501.1995,501,Kenya,2,2,14,15,14,15,1,0,0,0,0,585730,585.7299805,6.372858899,33,26,0.851999998,0,NA,1,NA,3.306886673,0,0,0,0,1,0.078482397,1,0,0,0.096019998,-0.969249011,0.189722899,0.022666667,0,1,2,1,0,4,3,NA,3,0,NA,NA,-5,-5,0,5,0.346,0.206,0.199,0.201,0,0,0,0,0,0,24.86,7.75,17.111,24.221,-0.986629804,0
1996,501.1996,501,Kenya,2,2,15,16,15,16,1,0,0,0,0,585730,585.7299805,6.372858899,34,27,0.851999998,0,NA,1,NA,3.306886673,0,0,0,0,1,0.076220408,1,0,0,0.081299998,-1.016774635,0.185935096,0.093333333,0,2,1,1,0,3,4,NA,4,0,NA,NA,-5,-5,0,5,0.359,0.217,0.2,0.205,0,0,0,0,0,0,24.862,7.725,17.138,24.2,-0.969249011,0
1997,501.1997,501,Kenya,2,2,16,17,16,17,1,0,0,0,0,585730,585.7299805,6.372858899,35,0,0.851999998,0,NA,1,NA,3.306886673,0,0,0,0,1,0.168364525,1,0,0,0.041030001,-1.043618946,0.187068659,0.134666667,0,2,1,1,0,4,4,NA,4,0,NA,NA,4,4,5,1,0.344,0.197,0.192,0.201,0,0,0,0,0,0,24.881,7.721,17.161,24.216,-1.016774635,0
1998,501.1998,501,Kenya,2,2,17,18,17,18,1,0,0,0,0,585730,585.7299805,6.372858899,36,1,0.851999998,0,NA,1,NA,3.306886673,0,0,0,0,1,0.193751112,1,0,0,-0.207100004,-0.966512208,0.191383609,0.065333333,0,2,0,0,0,3,3,NA,4,0,NA,NA,4,4,5,1,0.358,0.199,0.192,0.206,0,0,0,0,0,0,24.906,7.737,17.169,24.256,-1.043618946,0
1999,501.1999,501,Kenya,2,2,18,19,18,19,1,0,0,0,0,585730,585.7299805,6.372858899,37,2,0.851999998,0,NA,1,NA,3.306886673,0,0,0,0,1,0.082316913,1,0,0,-0.272199988,-0.950295076,0.184789573,0.050666667,0,1,0,0,0,3,3,NA,4,0,NA,NA,4,4,5,1,0.356,0.199,0.193,0.201,0,0,0,0,0,0,24.92,7.738,17.182,24.271,-0.966512208,0
2000,501.2,501,Kenya,2,2,19,20,19,20,1,0,0,0,0,585730,585.7299805,6.372858899,38,3,0.851999998,0,NA,1,NA,3.306886673,0,0,0,0,1,0.080175988,1,0,0,-0.258700013,-0.878466454,0.193670607,0.009333333,0,2,0,0,0,3,3,NA,NA,0,NA,NA,4,4,5,1,0.378,0.239,0.204,0.229,0,0,0,0,0,0,24.935,7.729,17.207,24.277,-0.950295076,0
2001,501.2001,501,Kenya,2,2,20,21,20,21,1,0,0,0,0,585730,585.7299805,6.372858899,39,4,0.851999998,0,NA,1,NA,3.306886673,0,0,0,0,1,0.073658973,1,0,0,-0.2588,-0.862827033,0.203463966,0.004,0,2,1,0,0,3,3,NA,NA,0,NA,NA,4,4,5,1,0.364,0.236,0.2,0.224,0,0,0,0,0,0,24.951,7.718,17.233,24.284,-0.878466454,0
2002,501.2002,501,Kenya,2,2,21,22,21,22,1,0,0,0,0,585730,585.7299805,6.372858899,40,0,0.851999998,0,NA,1,NA,3.306886673,0,0,0,0,1,0.068349555,1,0,NA,-0.169,-1.027696112,0.203077449,0.066,0,2,0,0,0,4,4,NA,NA,0,NA,NA,8,8,8,0,0.365,0.237,0.2,0.224,0,0,0,0,0,0,24.956,7.689,17.267,24.259,-0.862827033,0
2003,501.2003,501,Kenya,2,2,22,23,22,23,1,0,0,0,0,585730,585.7299805,6.372858899,41,1,0.851999998,0,NA,1,NA,3.306886673,0,0,0,0,1,0.066219009,1,0,NA,-0.076339997,-0.960902587,0.19444272,0.1,0,2,0,1,0,3,4,NA,NA,0,NA,NA,8,8,8,0,0.456,0.303,0.256,0.26,0,0,0,0,0,0,24.974,7.68,17.294,24.268,-1.027696112,0
2004,501.2004,501,Kenya,2,2,23,24,23,24,1,0,0,0,0,585730,585.7299805,6.372858899,42,2,0.851999998,0,NA,1,NA,3.306886673,0,0,0,0,1,0.062592268,1,0,NA,-0.054839998,-0.873470094,0.206614203,0.026,0,2,0,2,0,3,3,NA,NA,0,NA,NA,8,8,8,0,0.46,0.299,0.258,0.285,0,0,0,0,0,0,25.011,7.694,17.317,24.32,-0.960902587,0
2005,501.2005,501,Kenya,2,2,24,25,24,25,1,0,1,1,1,585730,585.7299805,6.372858899,43,3,0.851999998,0,NA,1,NA,3.306886673,0,0,0,0,2,0.063776635,1,0,NA,-0.0008651,-0.986433007,0.205362791,0.056666667,0,2,0,1,0,3,4,NA,NA,0,NA,NA,8,8,8,0,0.46,0.288,0.271,0.253,0,0,0,0,0,0,25.08,7.735,17.345,24.428,-0.873470094,1
2006,501.2006,501,Kenya,3,3,0,1,25,26,1,0,0,0,1,585730,585.7299805,6.372858899,44,4,0.851999998,1,NA,1,NA,3.306886673,0,0,0,1,2,0.061808918,1,0,NA,-0.01932,-1.12823399,0.234907894,0.692,0,2,0,1,0,3,4,NA,NA,0,NA,NA,8,8,8,0,0.466,0.288,0.258,0.271,0,0,0,0,0,0,25.134,7.761,17.373,24.505,-0.986433007,1
2007,501.2007,501,Kenya,3,3,1,2,26,27,1,0,0,0,1,585730,585.7299805,6.372858899,45,5,0.851999998,1,NA,1,NA,3.306886673,0,0,0,1,2,0.058147836,1,0,NA,-0.0000431,-1.670319395,0.120162522,32.07866667,28,2,0,1,0,4,4,NA,NA,41,41,49,7,7,7,0,0.449,0.298,0.24,0.27,0,0,0,0,0,0,25.201,7.802,17.4,24.606,-1.12823399,1
2008,501.2008,501,Kenya,3,3,2,3,27,28,1,0,0,0,1,585730,585.7299805,6.372858899,46,6,0.851999998,1,NA,1,NA,3.306886673,0,0,0,1,2,0.058147836,1,0,NA,0.028729999,-1.919567843,0.125983992,181.5233333,169,1,0,1,0,4,4,NA,NA,195,220,254,7,7,7,0,0.383,0.263,0.215,0.233,0,0,0,0,0,0,25.249,7.821,17.428,24.67,-1.670319395,1
2009,501.2009,501,Kenya,3,3,3,4,28,29,1,0,0,0,0,585730,585.7299805,6.372858899,47,7,0.851999998,0,NA,1,NA,3.306886673,0,0,0,0,2,0.058147836,1,0,NA,0.02612,-0.993174326,0.270802286,0.478666667,0,1,0,1,0,3,4,NA,NA,0,NA,NA,7,7,7,0,0.384,0.257,0.218,0.239,0,0,0,0,0,0,25.332,7.868,17.465,24.788,-1.919567843,0
2010,501.201,501,Kenya,3,3,4,5,29,30,1,0,0,0,0,585730,585.7299805,6.372858899,48,8,0.851999998,0,NA,1,NA,3.306886673,0,0,0,0,2,0.058147836,1,0,NA,0.1021,-0.696407218,0.23385049,0.006666667,0,2,1,1,0,3,4,NA,NA,0,NA,NA,8,8,8,0,0.404,0.336,0.291,0.272,0,0,0,0,0,0,25.41,7.921,17.489,24.902,-0.993174326,0
1991,703.1991,703,Kyrgyzstan,1,1,0,1,0,1,0,0,0,0,0,199733,199.7330017,5.296981483,1,0,0.67900002,0,0,0,1,4.045224667,0,0,0,0,0,0.019655937,2,0,0,-0.383300006,1.428911748,0.411764875,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,-3,-3,1,4,0.302,0.171,0.088,0.266,0,0,0,0,0,0,23.932,8.68,15.252,23.726,NA,0
1992,703.1992,703,Kyrgyzstan,1,1,1,2,1,2,0,0,0,0,0,199733,199.7330017,5.296981483,2,1,0.67900002,0,0,0,2,4.045224667,0,0,0,0,0,0.224125206,2,0,0,-0.497000009,1.526901319,0.327764458,0,0,2,2,1,2,NA,1,NA,1,0,NA,NA,-3,-3,1,4,0.363,0.2,0.11,0.278,0,0,0,0,0,0,23.808,8.54,15.269,23.567,1.428911748,0
1993,703.1993,703,Kyrgyzstan,1,1,2,3,2,3,0,0,0,0,0,199733,199.7330017,5.296981483,3,2,0.67900002,0,0,0,3,4.045224667,0,0,0,0,0,0.199010193,2,0,0,-0.091770001,1.540889547,0.300002514,0,0,2,2,2,2,1,1,NA,1,0,NA,NA,-3,-3,1,4,0.353,0.201,0.118,0.288,0,0,0,0,0,0,23.641,8.374,15.267,23.349,1.526901319,0
1994,703.1994,703,Kyrgyzstan,1,1,3,4,3,4,0,0,0,0,0,199733,199.7330017,5.296981483,4,3,0.67900002,0,0,0,4,4.045224667,0,0,0,0,0,0.20844169,2,0,0,-0.309799999,1.353033608,0.261567294,0,0,2,2,2,1,2,1,NA,2,0,NA,NA,-3,-3,1,4,0.322,0.172,0.13,0.273,0,0,0,0,0,0,23.458,8.175,15.284,23.089,1.540889547,0
1995,703.1995,703,Kyrgyzstan,1,1,4,5,4,5,0,0,0,0,0,199733,199.7330017,5.296981483,5,4,0.67900002,0,0,0,5,4.045224667,0,0,0,0,0,0.173805684,2,0,0,-0.316100001,1.235324855,0.247020978,0,0,2,2,2,0,2,1,NA,1,0,NA,NA,-3,-3,1,4,0.324,0.175,0.133,0.281,0,0,0,0,0,0,23.349,8.06,15.289,22.924,1.353033608,0
1996,703.1996,703,Kyrgyzstan,1,1,5,6,5,6,0,0,0,0,0,199733,199.7330017,5.296981483,6,5,0.67900002,0,0,0,6,4.045224667,0,0,0,0,0,0.201001897,2,0,0,-0.476200014,1.053100216,0.23239475,0,0,2,2,1,1,2,1,NA,2,0,NA,NA,-3,-3,1,4,0.316,0.171,0.125,0.265,0,0,0,0,0,0,23.339,8.034,15.305,22.9,1.235324855,0
1997,703.1997,703,Kyrgyzstan,1,1,6,7,6,7,0,0,0,0,0,199733,199.7330017,5.296981483,7,6,0.67900002,0,0,0,7,4.045224667,0,0,0,0,0,0.193802968,2,0,0,-0.485500008,0.889150603,0.240662528,0,0,2,2,1,2,2,2,NA,2,0,NA,NA,-3,-3,1,4,0.311,0.164,0.124,0.263,0,0,0,0,0,0,23.319,8.002,15.318,22.862,1.053100216,0
1998,703.1998,703,Kyrgyzstan,1,1,7,8,7,8,0,0,0,0,0,199733,199.7330017,5.296981483,8,7,0.67900002,0,0,0,8,4.045224667,0,0,0,0,0,0.190355003,2,0,0,-0.484100014,0.715595764,0.245724496,0,0,2,2,2,1,2,2,NA,2,0,NA,NA,-3,-3,1,4,0.301,0.158,0.125,0.266,0,0,0,0,0,0,23.279,7.956,15.324,22.795,0.889150603,0
1999,703.1999,703,Kyrgyzstan,1,1,8,9,8,9,0,0,0,0,0,199733,199.7330017,5.296981483,9,8,0.67900002,0,0,0,9,4.045224667,0,0,0,0,0,0.185142279,2,0,0,-0.504499972,0.421247461,0.231050654,0,0,2,2,1,1,3,3,NA,2,0,NA,NA,-3,-3,1,4,0.301,0.156,0.131,0.258,0,0,0,0,0,0,23.292,7.95,15.342,22.805,0.715595764,0
2000,703.2,703,Kyrgyzstan,1,1,9,10,9,10,0,0,0,0,0,199733,199.7330017,5.296981483,10,9,0.67900002,0,0,0,10,4.045224667,0,0,0,0,0,0.187479511,2,0,0,-0.465299994,0.365044516,0.214260578,0,0,2,2,1,1,2,3,NA,NA,0,NA,NA,-3,-3,1,4,0.273,0.149,0.137,0.211,0,0,0,0,0,0,23.319,7.963,15.356,22.838,0.421247461,0
2001,703.2001,703,Kyrgyzstan,1,1,10,11,10,11,0,0,0,0,0,199733,199.7330017,5.296981483,11,10,0.67900002,0,0,0,11,4.045224667,0,0,0,0,0,0.159334764,2,0,0,-0.542100012,0.345197699,0.209514258,0,0,2,2,1,1,2,3,NA,NA,0,NA,NA,-3,-3,1,4,0.273,0.153,0.141,0.215,0,0,0,0,0,0,23.335,7.968,15.367,22.858,0.365044516,0
2002,703.2002,703,Kyrgyzstan,1,1,11,12,11,12,0,0,0,0,0,199733,199.7330017,5.296981483,12,11,0.67900002,0,0,0,12,4.045224667,0,0,0,0,0,0.169205308,2,0,NA,-0.505599976,0.349573614,0.203862479,0,0,2,2,1,1,2,3,NA,NA,0,NA,NA,-3,-3,1,4,0.262,0.152,0.138,0.212,0,0,0,0,0,0,23.363,7.985,15.378,22.896,0.345197699,0
2003,703.2003,703,Kyrgyzstan,1,1,12,13,12,13,0,0,0,0,0,199733,199.7330017,5.296981483,13,12,0.67900002,0,0,0,13,4.045224667,0,0,0,0,0,0.181294814,2,0,NA,-0.4815,0.340730369,0.207564325,0,0,1,2,1,1,2,3,NA,NA,0,NA,NA,-3,-3,1,4,0.276,0.151,0.142,0.216,0,0,0,0,0,0,23.4,8.016,15.384,22.951,0.349573614,0
2004,703.2004,703,Kyrgyzstan,1,1,13,14,13,14,0,0,0,0,0,199733,199.7330017,5.296981483,14,13,0.67900002,0,0,0,14,4.045224667,0,0,0,0,0,0.166191593,2,0,NA,0.051029999,0.337530527,0.205070814,0,0,1,2,1,1,2,3,NA,NA,0,NA,NA,-3,-3,1,4,0.276,0.151,0.142,0.216,0,0,0,0,0,0,23.449,8.055,15.394,23.022,0.340730369,0
2005,703.2005,703,Kyrgyzstan,1,1,14,15,14,15,0,0,0,0,0,199733,199.7330017,5.296981483,15,0,0.67900002,0,0,0,15,4.045224667,0,0,0,0,0,0.161691591,2,0,NA,-0.04772,0.345480499,0.205179312,0,0,2,2,1,1,2,3,NA,NA,0,NA,NA,3,3,3,0,0.293,0.174,0.185,0.222,0,0,0,0,0,0,23.489,8.09,15.399,23.08,0.337530527,0
2006,703.2006,703,Kyrgyzstan,1,1,15,16,15,16,0,0,0,0,0,199733,199.7330017,5.296981483,16,0,0.67900002,0,0,0,16,4.045224667,0,0,0,0,0,0.165308714,2,0,NA,-0.060079999,0.234797118,0.214010928,0,0,2,1,1,0,3,3,NA,NA,0,NA,NA,4,4,4,0,0.31,0.183,0.18,0.228,0,0,0,0,0,0,23.555,8.141,15.415,23.171,0.345480499,0
2007,703.2007,703,Kyrgyzstan,1,1,16,17,16,17,0,0,0,0,0,199733,199.7330017,5.296981483,17,0,0.67900002,0,0,0,17,4.045224667,0,0,0,0,0,0.16234915,2,0,NA,0.044780001,0.264174439,0.230519487,0,0,2,1,1,0,3,3,NA,NA,0,NA,NA,3,3,3,0,0.302,0.161,0.183,0.241,0,0,0,0,0,0,23.639,8.217,15.422,23.289,0.234797118,0
2008,703.2008,703,Kyrgyzstan,1,1,17,18,17,18,0,0,0,0,0,199733,199.7330017,5.296981483,18,0,0.67900002,0,0,0,18,4.045224667,0,0,0,0,0,0.16234915,2,0,NA,0.160500005,0.480229274,0.266434142,0,0,2,2,1,1,1,2,NA,NA,0,NA,NA,3,3,3,0,0.292,0.143,0.173,0.215,0,0,0,0,0,0,23.723,8.288,15.435,23.401,0.264174439,0
2009,703.2009,703,Kyrgyzstan,1,1,18,19,18,19,0,0,0,0,0,199733,199.7330017,5.296981483,19,0,0.67900002,0,0,0,19,4.045224667,0,0,0,0,0,0.16234915,2,0,NA,0.214900002,0.17658044,0.264642254,0,0,2,1,0,1,2,3,NA,NA,0,NA,NA,1,1,2,1,0.286,0.146,0.167,0.211,0,0,0,0,0,0,23.742,8.293,15.449,23.421,0.480229274,0
2010,703.201,703,Kyrgyzstan,1,1,19,20,19,20,0,0,0,0,0,199733,199.7330017,5.296981483,20,0,0.67900002,0,0,0,20,4.045224667,0,0,0,0,0,0.16234915,2,0,NA,0.222900003,-0.316274218,0.24797534,0,0,2,1,1,0,4,4,NA,NA,0,NA,NA,-88,4,-88,-88,0.332,0.179,0.196,0.258,0,0,0,0,0,0,23.768,8.302,15.466,23.451,0.17658044,0
1981,660.1981,660,Lebanon,4,4,0,1,0,1,3,1,0,0,3,10240,10.23999977,2.326301597,39,0,0.779999971,1,NA,1,NA,4.062165737,1,NA,1,1,3,0.198889479,3,0,0,-0.837199986,-1.403156313,0.221858227,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,-77,0,-77,-77,0.353,0.195,0.091,0.256,0,0,0,0,0,0,23.531,8.748,14.783,23.34,-1.294610653,3
1982,660.1982,660,Lebanon,4,4,1,2,1,2,3,1,0,0,3,10240,10.23999977,2.326301597,40,0,0.779999971,1,NA,1,NA,4.062165737,1,NA,1,1,3,0.101379663,3,0,0,-0.904500008,-1.545288801,0.209965042,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,-77,0,-77,-77,0.353,0.193,0.091,0.259,0,0,0,0,0,0,23.419,8.627,14.792,23.2,-1.403156313,3
1983,660.1983,660,Lebanon,4,4,2,3,2,3,3,1,0,0,2,10240,10.23999977,2.326301597,41,0,0.779999971,1,NA,1,NA,4.062165737,1,NA,1,1,3,0.08295399,3,0,0,-0.816900015,-1.550072072,0.208377057,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,-77,0,-77,-77,0.353,0.193,0.091,0.259,0,0,0,0,0,0,23.511,8.719,14.792,23.314,-1.545288801,2
1984,660.1984,660,Lebanon,4,4,3,4,3,4,3,1,0,0,2,10240,10.23999977,2.326301597,42,0,0.779999971,1,NA,1,NA,4.062165737,1,NA,1,1,3,0.082693107,3,0,0,-0.912899971,-1.498178067,0.216292864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-77,0,-77,-77,0.357,0.194,0.092,0.255,0,0,0,0,0,0,23.65,8.854,14.796,23.48,-1.550072072,2
1985,660.1985,660,Lebanon,4,4,4,5,4,5,3,1,1,1,3,10240,10.23999977,2.326301597,43,0,0.779999971,1,NA,1,NA,4.062165737,1,NA,1,1,4,0.077681862,3,0,0,-0.986999989,-1.511097855,0.213769193,NA,NA,NA,NA,NA,NA,NA,5,NA,3,NA,NA,NA,-77,0,-77,-77,0.357,0.191,0.1,0.244,0,0,0,0,0,0,23.769,8.969,14.8,23.619,-1.498178067,3
1986,660.1986,660,Lebanon,5,5,0,1,5,6,3,1,0,0,3,10240,10.23999977,2.326301597,44,0,0.779999971,1,NA,1,NA,4.062165737,1,NA,1,1,4,0.084238052,3,0,0,-0.997399986,-1.401603336,0.224919696,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,-77,0,-77,-77,0.353,0.192,0.1,0.247,0,0,0,0,0,0,23.734,8.938,14.796,23.579,-1.511097855,3
1987,660.1987,660,Lebanon,5,5,1,2,6,7,3,1,0,0,3,10240,10.23999977,2.326301597,45,0,0.779999971,1,NA,1,NA,4.062165737,1,NA,1,1,4,0.080360435,3,0,0,-1.125,-1.390215491,0.23604813,NA,NA,NA,NA,NA,NA,NA,5,NA,3,NA,NA,NA,-77,0,-77,-77,0.353,0.192,0.105,0.236,0,0,0,0,0,0,23.682,8.884,14.798,23.518,-1.401603336,3
1988,660.1988,660,Lebanon,5,5,2,3,7,8,3,1,0,0,3,10240,10.23999977,2.326301597,46,0,0.779999971,1,NA,1,NA,4.062165737,1,NA,1,1,4,0.065828681,3,0,0,-1.273000002,-1.162855728,0.274207797,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,-77,0,-77,-77,0.339,0.187,0.101,0.23,0,0,0,0,0,0,23.497,8.697,14.8,23.295,-1.390215491,3
1989,660.1989,660,Lebanon,5,5,3,4,8,9,3,1,0,0,3,10240,10.23999977,2.326301597,47,0,0.779999971,1,NA,1,NA,4.062165737,1,NA,1,1,4,0.051332798,3,0,0,-1.404000044,-0.939660087,0.26719179,0.094,0,NA,NA,NA,NA,3,1,NA,3,0,NA,NA,-77,0,-77,-77,0.304,0.174,0.079,0.212,0,0,0,0,0,0,23.297,8.489,14.809,23.042,-1.162855728,3
1990,660.199,660,Lebanon,5,5,4,5,9,10,3,1,0,0,2,10240,10.23999977,2.326301597,48,0,0.779999971,1,NA,1,NA,4.062165737,1,NA,1,1,4,0.040311288,3,0,0,-0.864600003,-1.054396171,0.22387264,0.191333333,0,NA,NA,NA,NA,4,4,NA,3,0,NA,NA,-66,NA,-66,-66,0.348,0.194,0.093,0.233,0,0,0,0,0,0,23.408,8.588,14.82,23.18,-0.939660087,2
1991,660.1991,660,Lebanon,5,5,5,6,10,11,3,1,0,0,1,10240,10.23999977,2.326301597,49,0,0.779999971,1,NA,1,NA,4.062165737,0,0,0,1,4,0.051844832,3,0,0,-0.70569998,-0.949610813,0.21043817,0.038666667,0,NA,NA,NA,NA,3,3,NA,2,0,NA,NA,-66,NA,-66,-66,0.334,0.183,0.092,0.229,0,0,0,0,0,0,23.621,8.788,14.834,23.439,-1.054396171,1
1992,660.1992,660,Lebanon,5,5,6,7,11,12,3,1,0,0,1,10240,10.23999977,2.326301597,50,0,0.779999971,1,NA,1,NA,4.062165737,0,0,0,1,4,0.047375832,3,0,0,-0.600000024,-0.990101201,0.205463364,0.062,0,NA,NA,NA,NA,4,3,NA,3,0,NA,NA,-66,NA,-66,-66,0.342,0.188,0.11,0.225,0,0,0,0,0,0,23.641,8.787,14.854,23.458,-0.949610813,1
1993,660.1993,660,Lebanon,5,5,7,8,12,13,3,1,0,0,1,10240,10.23999977,2.326301597,51,0,0.779999971,1,NA,1,NA,4.062165737,0,0,0,1,4,0.036943953,3,0,0,-0.534699976,-1.030279054,0.198701885,0.087333333,0,NA,NA,NA,NA,3,4,NA,3,0,NA,NA,-66,NA,-66,-66,0.318,0.186,0.102,0.223,0,0,0,0,0,0,23.685,8.807,14.879,23.506,-0.990101201,1
1994,660.1994,660,Lebanon,5,5,8,9,13,14,3,1,0,0,1,10240,10.23999977,2.326301597,52,0,0.779999971,1,NA,1,NA,4.062165737,0,0,0,1,4,0.039114706,3,0,0,-0.385899991,-1.055353399,0.191030206,0.183333333,0,NA,NA,NA,NA,4,4,NA,3,0,NA,NA,-66,NA,-66,-66,0.305,0.179,0.098,0.21,0,0,0,0,0,0,23.735,8.836,14.899,23.562,-1.030279054,1
1995,660.1995,660,Lebanon,5,5,9,10,14,15,3,1,0,0,1,10240,10.23999977,2.326301597,53,0,0.779999971,1,NA,1,NA,4.062165737,0,0,0,1,4,0.041963797,3,0,0,-0.497700006,-1.023403553,0.195867712,0.114,0,NA,NA,NA,NA,4,4,NA,3,0,NA,NA,-66,NA,-66,-66,0.305,0.179,0.099,0.215,0,0,0,0,0,0,23.772,8.85,14.922,23.601,-1.055353399,1
1996,660.1996,660,Lebanon,5,5,10,11,15,16,3,1,0,0,1,10240,10.23999977,2.326301597,54,0,0.779999971,1,NA,1,NA,4.062165737,0,0,0,1,4,0.053956956,3,0,0,-0.433099985,-0.861365445,0.208036755,0.026666667,0,NA,NA,NA,NA,3,3,NA,3,0,NA,NA,-66,NA,-66,-66,0.325,0.187,0.111,0.227,0,0,0,0,0,0,23.804,8.863,14.94,23.635,-1.023403553,1
1997,660.1997,660,Lebanon,5,5,11,12,16,17,3,1,0,0,1,10240,10.23999977,2.326301597,55,0,0.779999971,1,NA,1,NA,4.062165737,0,0,0,1,4,0.065865472,3,0,0,-0.444599986,-0.798969802,0.22097978,0.038,0,NA,NA,NA,NA,4,3,NA,3,0,NA,NA,-66,NA,-66,-66,0.323,0.186,0.118,0.23,0,0,0,0,0,0,23.795,8.846,14.95,23.623,-0.861365445,1
1998,660.1998,660,Lebanon,5,5,12,13,17,18,3,1,0,0,1,10240,10.23999977,2.326301597,56,0,0.779999971,1,NA,1,NA,4.062165737,0,0,0,1,4,0.060399171,3,0,0,-0.404199988,-0.687335564,0.216129273,0.004,0,NA,NA,NA,NA,3,3,NA,4,0,NA,NA,-66,NA,-66,-66,0.323,0.186,0.118,0.232,0,0,0,0,0,0,23.847,8.88,14.967,23.682,-0.798969802,1
1999,660.1999,660,Lebanon,5,5,13,14,18,19,3,1,0,0,1,10240,10.23999977,2.326301597,57,0,0.779999971,1,NA,1,NA,4.062165737,0,0,0,1,4,0.063107766,3,0,0,-0.232299998,-0.594205854,0.217915279,0.002,0,NA,NA,NA,NA,3,3,NA,4,0,NA,NA,-66,NA,-66,-66,0.323,0.186,0.118,0.232,0,0,0,0,0,0,23.952,8.971,14.981,23.802,-0.687335564,1
2000,660.2,660,Lebanon,5,5,14,15,19,20,3,1,0,0,1,10240,10.23999977,2.326301597,58,0,0.779999971,1,NA,1,NA,4.062165737,0,0,0,1,4,0.066532277,3,0,0,-0.209099993,-0.486671514,0.224829472,0,0,NA,NA,NA,NA,3,3,NA,NA,0,NA,NA,-66,NA,-66,-66,0.333,0.19,0.119,0.232,0,0,0,0,0,0,24.015,9.012,15.003,23.872,-0.594205854,1
2001,660.2001,660,Lebanon,5,5,15,16,20,21,3,1,0,0,1,10240,10.23999977,2.326301597,59,0,0.779999971,1,NA,1,NA,4.062165737,0,0,0,1,4,0.066918395,3,0,0,-0.109899998,-0.364259252,0.223294967,0,0,2,2,0,0,3,3,NA,NA,0,NA,NA,-66,NA,-66,-66,0.347,0.204,0.131,0.23,0,0,0,0,0,0,24.109,9.079,15.031,23.976,-0.486671514,1
