"","alt_start","alt_stop","area","area_1000","area_1000_log","ccode","country_age","democ","durable","elec_dem_vdem","elf","event_num","exist_tc","first_tc","first_tc_alt","first_tc_count","lmtnest","new_tc","new_tc_dummy","num_tc","sf","sf_onset","start","state_fail","state_name","stop","tc_persists_alt","tc_tally","unique_id","Devel","year","birth_type","rivals_thom","rivals_gd","hs_capacity","hrp_mean","hrp_sd","kills_mean","kills_median","ciri_disap","ciri_kill","ciri_polpris","ciri_tort","pts_amnesty","pts_state","pts_hrw","hath_tort","ucdp_low","ucdp_best","ucdp_high","polity","polity2","polity_democ","polity_autoc"
"1186",91,92,8523620,8523.620117,9.050596426,140,92,1,24,0.215,0.549000025,6,0,NA,1,NA,1.4109869,1,1,1,0,0,19,0,"Brazil",20,0,9,140.1913,0.045550801,1913,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"1187",92,93,8523620,8523.620117,9.050596426,140,93,1,25,0.207,0.549000025,7,1,NA,1,NA,1.4109869,0,0,1,0,0,0,0,"Brazil",1,1,9,140.1914,0.034432493,1914,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"1188",93,94,8523620,8523.620117,9.050596426,140,94,1,26,0.205,0.549000025,7,1,NA,1,NA,1.4109869,0,0,1,0,0,1,0,"Brazil",2,1,9,140.1915,0.028684691,1915,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"1189",94,95,8523620,8523.620117,9.050596426,140,95,1,27,0.205,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,2,0,"Brazil",3,0,9,140.1916,0.025575778,1916,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"1190",95,96,8523620,8523.620117,9.050596426,140,96,1,28,0.205,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,3,0,"Brazil",4,0,9,140.1917,0.019606862,1917,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"1191",96,97,8523620,8523.620117,9.050596426,140,97,1,29,0.204,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,4,0,"Brazil",5,0,9,140.1918,0.014714718,1918,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"1192",97,98,8523620,8523.620117,9.050596426,140,98,1,30,0.207,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,5,0,"Brazil",6,0,9,140.1919,0.028175842,1919,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"1193",98,99,8523620,8523.620117,9.050596426,140,99,1,31,0.209,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,6,0,"Brazil",7,0,9,140.192,0.030283822,1920,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"1194",99,100,8523620,8523.620117,9.050596426,140,100,1,32,0.209,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,7,0,"Brazil",8,0,9,140.1921,0.030694177,1921,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"1195",100,101,8523620,8523.620117,9.050596426,140,101,1,33,0.208,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,8,0,"Brazil",9,0,9,140.1922,0.033609807,1922,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"1196",101,102,8523620,8523.620117,9.050596426,140,102,1,34,0.207,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,9,0,"Brazil",10,0,9,140.1923,0.033303104,1923,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"1197",102,103,8523620,8523.620117,9.050596426,140,103,1,35,0.207,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,10,0,"Brazil",11,0,9,140.1924,0.037498459,1924,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"1198",103,104,8523620,8523.620117,9.050596426,140,104,1,36,0.21,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,11,0,"Brazil",12,0,9,140.1925,0.043285955,1925,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"1199",104,105,8523620,8523.620117,9.050596426,140,105,1,37,0.206,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,12,0,"Brazil",13,0,9,140.1926,0.044153243,1926,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"1200",105,106,8523620,8523.620117,9.050596426,140,106,1,38,0.204,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,13,0,"Brazil",14,0,9,140.1927,0.046220537,1927,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"1201",106,107,8523620,8523.620117,9.050596426,140,107,1,39,0.204,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,14,0,"Brazil",15,0,9,140.1928,0.05170276,1928,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"1202",107,108,8523620,8523.620117,9.050596426,140,108,1,40,0.204,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,15,0,"Brazil",16,0,9,140.1929,0.052073989,1929,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,1,4
"1203",108,109,8523620,8523.620117,9.050596426,140,109,-88,0,0.195,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,16,0,"Brazil",17,0,9,140.193,0.050730813,1930,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-4,-88,-88
"1204",109,110,8523620,8523.620117,9.050596426,140,110,-88,0,0.089,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,17,0,"Brazil",18,0,9,140.1931,0.04893522,1931,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-5,-88,-88
"1205",110,111,8523620,8523.620117,9.050596426,140,111,-88,0,0.077,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,18,0,"Brazil",19,0,9,140.1932,0.059414554,1932,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-6,-88,-88
"1206",111,112,8523620,8523.620117,9.050596426,140,112,-88,0,0.137,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,19,0,"Brazil",20,0,9,140.1933,0.067248695,1933,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-6,-88,-88
"1207",112,113,8523620,8523.620117,9.050596426,140,113,0,0,0.1,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,20,0,"Brazil",21,0,9,140.1934,0.062657557,1934,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,-7,0,7
"1208",113,114,8523620,8523.620117,9.050596426,140,114,0,1,0.092,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,21,0,"Brazil",22,0,9,140.1935,0.062195502,1935,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,-7,0,7
"1209",114,115,8523620,8523.620117,9.050596426,140,115,0,2,0.093,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,22,0,"Brazil",23,0,9,140.1936,0.056914154,1936,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,-7,0,7
"1210",115,116,8523620,8523.620117,9.050596426,140,116,0,3,0.067,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,23,0,"Brazil",24,0,9,140.1937,0.059484277,1937,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,-7,0,7
"1211",116,117,8523620,8523.620117,9.050596426,140,117,0,4,0.064,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,24,0,"Brazil",25,0,9,140.1938,0.070988104,1938,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,-7,0,7
"1212",117,118,8523620,8523.620117,9.050596426,140,118,0,5,0.064,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,25,0,"Brazil",26,0,9,140.1939,0.066728063,1939,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,-7,0,7
"1213",118,119,8523620,8523.620117,9.050596426,140,119,0,6,0.068,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,26,0,"Brazil",27,0,9,140.194,0.068853483,1940,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,-7,0,7
"1214",119,120,8523620,8523.620117,9.050596426,140,120,0,7,0.068,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,27,0,"Brazil",28,0,9,140.1941,0.063615277,1941,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,-7,0,7
"1215",120,121,8523620,8523.620117,9.050596426,140,121,0,8,0.068,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,28,0,"Brazil",29,0,9,140.1942,0.055593546,1942,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,-7,0,7
"1216",121,122,8523620,8523.620117,9.050596426,140,122,0,9,0.068,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,29,0,"Brazil",30,0,9,140.1943,0.060527213,1943,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,-7,0,7
"1217",122,123,8523620,8523.620117,9.050596426,140,123,0,10,0.068,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,30,0,"Brazil",31,0,9,140.1944,0.062231351,1944,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,-7,0,7
"1218",123,124,8523620,8523.620117,9.050596426,140,124,-88,0,0.109,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,31,0,"Brazil",32,0,9,140.1945,0.075263985,1945,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,0,-88,-88
"1219",124,125,8523620,8523.620117,9.050596426,140,125,7,0,0.294,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,32,0,"Brazil",33,0,9,140.1946,0.100148246,1946,4,1,0,NA,-0.0475581222224007,0.521562914074071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,0
"1220",125,126,8523620,8523.620117,9.050596426,140,126,6,1,0.407,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,33,0,"Brazil",34,0,9,140.1947,0.12287572,1947,4,1,0,NA,-0.0626531612965491,0.500171167266067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,1
"1221",126,127,8523620,8523.620117,9.050596426,140,127,6,2,0.394,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,34,0,"Brazil",35,0,9,140.1948,0.133742586,1948,4,1,0,NA,-0.0871257822056514,0.480789193943661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,1
"1222",127,128,8523620,8523.620117,9.050596426,140,128,6,3,0.394,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,35,0,"Brazil",36,0,9,140.1949,0.165700316,1949,4,1,0,NA,-0.0936144522601771,0.453230309370815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,1
"1223",128,129,8523620,8523.620117,9.050596426,140,129,6,4,0.406,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,36,0,"Brazil",37,0,9,140.195,0.115851738,1950,4,1,0,NA,-0.102690802242353,0.435925080841343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,1
"1224",129,130,8523620,8523.620117,9.050596426,140,130,6,5,0.377,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,37,0,"Brazil",38,0,9,140.1951,0.107846931,1951,4,1,0,NA,-0.131717471902658,0.413624571367215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,1
"1225",130,131,8523620,8523.620117,9.050596426,140,131,6,6,0.386,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,38,0,"Brazil",39,0,9,140.1952,0.112956375,1952,4,1,0,NA,-0.149397205088626,0.405013624713996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,1
"1226",131,132,8523620,8523.620117,9.050596426,140,132,6,7,0.411,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,39,0,"Brazil",40,0,9,140.1953,0.111092024,1953,4,1,0,NA,-0.163947029074021,0.401577828592825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,1
"1227",132,133,8523620,8523.620117,9.050596426,140,133,6,8,0.404,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,40,0,"Brazil",41,0,9,140.1954,0.129232094,1954,4,1,0,NA,-0.191029383200013,0.391687571603636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,1
"1228",133,134,8523620,8523.620117,9.050596426,140,134,6,9,0.423,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,41,0,"Brazil",42,0,9,140.1955,0.133417264,1955,4,1,0,NA,-0.216928262775125,0.374960905581247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,1
"1229",134,135,8523620,8523.620117,9.050596426,140,135,6,10,0.415,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,42,0,"Brazil",43,0,9,140.1956,0.143751368,1956,4,1,0,NA,-0.253299416920822,0.370549847973854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,1
"1230",135,136,8523620,8523.620117,9.050596426,140,136,6,11,0.41,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,43,0,"Brazil",44,0,9,140.1957,0.132366389,1957,4,1,0,NA,-0.294922905647784,0.369422392965302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,1
"1231",136,137,8523620,8523.620117,9.050596426,140,137,6,12,0.41,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,44,0,"Brazil",45,0,9,140.1958,0.140163884,1958,4,1,0,NA,-0.339795382279845,0.373141885202937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,0
"1232",137,138,8523620,8523.620117,9.050596426,140,138,6,13,0.41,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,45,0,"Brazil",46,0,9,140.1959,0.137702808,1959,4,1,0,NA,-0.399102274787443,0.360714263272395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,0
"1233",138,139,8523620,8523.620117,9.050596426,140,139,6,14,0.425,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,46,0,"Brazil",47,0,9,140.196,0.164623052,1960,4,1,0,0.147400007,-0.475806549191823,0.350721726564169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,0
"1234",139,140,8523620,8523.620117,9.050596426,140,140,5,0,0.431,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,47,0,"Brazil",48,0,9,140.1961,0.176537246,1961,4,1,0,0.090520002,-0.586826346139734,0.32883434896776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,0
"1235",140,141,8523620,8523.620117,9.050596426,140,141,5,0,0.433,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,48,0,"Brazil",49,0,9,140.1962,0.181718946,1962,4,1,0,0.107000001,-0.74426220628062,0.311991075684085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,0
"1236",141,142,8523620,8523.620117,9.050596426,140,142,4,0,0.418,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,49,0,"Brazil",50,0,9,140.1963,0.182582349,1963,4,1,0,0.197600007,-0.870879601448643,0.298288409619979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,1
"1237",142,143,8523620,8523.620117,9.050596426,140,143,-88,0,0.232,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,50,0,"Brazil",51,0,9,140.1964,0.171152368,1964,4,1,0,0.067209996,-1.09124539670973,0.262420543757927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-3,-88,-88
"1238",143,144,8523620,8523.620117,9.050596426,140,144,0,0,0.145,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,51,0,"Brazil",52,0,9,140.1965,0.158667728,1965,4,1,0,0.099210002,-1.20428410115851,0.239947249471439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,0,9
"1239",144,145,8523620,8523.620117,9.050596426,140,145,0,1,0.148,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,52,0,"Brazil",53,0,9,140.1966,0.180558667,1966,4,1,0,0.105599999,-1.25646098748889,0.237547312925076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,0,9
"1240",145,146,8523620,8523.620117,9.050596426,140,146,0,2,0.183,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,53,0,"Brazil",54,0,9,140.1967,0.172027424,1967,4,1,0,0.08845,-1.28099701123683,0.229389556570487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,0,9
"1241",146,147,8523620,8523.620117,9.050596426,140,147,0,3,0.177,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,54,0,"Brazil",55,0,9,140.1968,0.194617137,1968,4,1,0,0.123599999,-1.31650604691948,0.22450269699947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,0,9
"1242",147,148,8523620,8523.620117,9.050596426,140,148,0,4,0.171,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,55,0,"Brazil",56,0,9,140.1969,0.19765152,1969,4,1,0,0.135700002,-1.34058908627834,0.227585433861287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,0,9
"1243",148,149,8523620,8523.620117,9.050596426,140,149,0,5,0.177,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,56,0,"Brazil",57,0,9,140.197,0.2679995,1970,4,1,0,0.1699,-1.36362016776689,0.21910437035726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,0,9
"1244",149,150,8523620,8523.620117,9.050596426,140,150,0,6,0.174,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,57,0,"Brazil",58,0,9,140.1971,0.278047025,1971,4,1,0,0.182099998,-1.34572123843342,0.218393269800073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,0,9
"1245",150,151,8523620,8523.620117,9.050596426,140,151,0,7,0.174,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,58,0,"Brazil",59,0,9,140.1972,0.289362043,1972,4,1,0,0.213799998,-1.34487340813375,0.220890923897816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,0,9
"1246",151,152,8523620,8523.620117,9.050596426,140,152,0,8,0.174,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,59,0,"Brazil",60,0,9,140.1973,0.291335642,1973,4,1,0,0.220400006,-1.34814442366064,0.226755612074302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,0,9
"1247",152,153,8523620,8523.620117,9.050596426,140,153,2,0,0.175,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,60,0,"Brazil",61,0,9,140.1974,0.304201335,1974,4,1,0,0.220699996,-1.35667295871829,0.224942079597649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,2,6
"1248",153,154,8523620,8523.620117,9.050596426,140,154,2,1,0.193,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,61,0,"Brazil",62,0,9,140.1975,0.340489477,1975,4,1,0,0.217399999,-1.31341320411926,0.214521872022825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-4,2,6
"1249",154,155,8523620,8523.620117,9.050596426,140,155,2,2,0.192,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,62,0,"Brazil",63,0,9,140.1976,0.351932913,1976,4,1,0,0.248600006,-1.21577135223061,0.203885814383838,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,-4,-4,2,6
"1250",155,156,8523620,8523.620117,9.050596426,140,156,2,3,0.195,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,63,0,"Brazil",64,0,9,140.1977,0.390557319,1977,4,1,0,0.251700014,-1.29683306317863,0.202122826494533,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,-4,-4,2,6
"1251",156,157,8523620,8523.620117,9.050596426,140,157,2,4,0.196,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,64,0,"Brazil",65,0,9,140.1978,0.40182665,1978,4,1,0,0.231800005,-1.25572466230006,0.219500023844161,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,-4,-4,2,6
"1252",157,158,8523620,8523.620117,9.050596426,140,158,2,5,0.204,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,65,0,"Brazil",66,0,9,140.1979,0.42646414,1979,4,1,0,0.224000007,-1.00847775816118,0.212508094933526,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,-4,-4,2,6
"1253",158,159,8523620,8523.620117,9.050596426,140,159,2,6,0.258,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,66,0,"Brazil",67,0,9,140.198,0.466600299,1980,4,1,0,0.288599998,-0.918936627024661,0.203963313985023,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,-4,-4,2,6
"1254",159,160,8523620,8523.620117,9.050596426,140,160,2,7,0.258,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,67,0,"Brazil",68,0,9,140.1981,0.428890914,1981,4,1,0,0.317299992,-0.877926769721323,0.196161990333652,NA,NA,2,0,1,1,2,2,NA,NA,NA,NA,NA,-4,-4,2,6
"1255",160,161,8523620,8523.620117,9.050596426,140,161,2,8,0.255,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,68,0,"Brazil",69,0,9,140.1982,0.434591472,1982,4,1,0,0.337799996,-0.945338677756024,0.199317916212742,NA,NA,2,0,2,0,3,2,NA,NA,NA,NA,NA,-3,-3,2,5
"1256",161,162,8523620,8523.620117,9.050596426,140,162,2,9,0.284,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,69,0,"Brazil",70,0,9,140.1983,0.461390197,1983,4,1,0,0.30219999,-1.02160911030494,0.194290229952429,NA,NA,2,1,2,0,4,2,NA,NA,NA,NA,NA,-3,-3,2,5
"1257",162,163,8523620,8523.620117,9.050596426,140,163,2,10,0.292,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,70,0,"Brazil",71,0,9,140.1984,0.539268076,1984,4,1,0,0.439500004,-1.09917829528586,0.192949402618987,NA,NA,2,0,2,0,4,2,NA,NA,NA,NA,NA,-3,-3,2,5
"1258",163,164,8523620,8523.620117,9.050596426,140,164,7,0,0.397,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,71,0,"Brazil",72,0,9,140.1985,0.555988193,1985,4,1,0,0.641499996,-1.17928638803768,0.186077414284914,NA,NA,2,1,2,0,4,3,NA,5,NA,NA,NA,7,7,7,0
"1259",164,165,8523620,8523.620117,9.050596426,140,165,7,1,0.429,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,72,0,"Brazil",73,0,9,140.1986,0.569561183,1986,4,0,0,0.685800016,-1.1364523767749,0.18726023519101,NA,NA,2,1,2,0,3,3,NA,5,NA,NA,NA,7,7,7,0
"1260",165,166,8523620,8523.620117,9.050596426,140,166,7,2,0.59,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,73,0,"Brazil",74,0,9,140.1987,0.577722609,1987,4,0,0,0.699100018,-1.22876177730708,0.188351119139925,NA,NA,2,0,1,1,4,4,NA,5,NA,NA,NA,7,7,7,0
"1261",166,167,8523620,8523.620117,9.050596426,140,167,8,3,0.604,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,74,0,"Brazil",75,0,9,140.1988,0.582760751,1988,4,0,0,0.780399978,-1.20882826187806,0.183630857027173,NA,NA,2,1,2,0,3,3,NA,5,NA,NA,NA,8,8,8,0
"1262",167,168,8523620,8523.620117,9.050596426,140,168,8,4,0.679,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,75,0,"Brazil",76,0,9,140.1989,0.572545886,1989,4,0,0,0.889199972,-1.32433514691286,0.180693005195866,2.186,0,2,0,2,0,4,3,NA,5,0,NA,NA,8,8,8,0
"1263",168,169,8523620,8523.620117,9.050596426,140,169,8,5,0.86,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,76,0,"Brazil",77,0,9,140.199,0.494396627,1990,4,0,0,0.799899995,-1.45423878294284,0.171581347856269,8.064,0,1,0,2,0,5,4,NA,5,0,NA,NA,8,8,8,0
"1264",169,170,8523620,8523.620117,9.050596426,140,170,8,6,0.84,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,77,0,"Brazil",78,0,9,140.1991,0.571336389,1991,4,0,0,0.827300012,-1.4791042855117,0.168268409410962,9.26933333333333,0,2,0,2,0,5,4,NA,5,0,NA,NA,8,8,8,0
"1265",170,171,8523620,8523.620117,9.050596426,140,171,8,7,0.835,0.549000025,7,0,NA,1,NA,1.4109869,0,0,0,0,0,78,0,"Brazil",79,0,9,140.1992,0.597945631,1992,4,0,0,0.861000001,-1.51989089456013,0.162388788194126,12.23,0,1,0,2,0,5,4,NA,5,0,NA,NA,8,8,8,0
